step,phi,danger
465,0.129193,0.0000
466,0.130245,0.0000
467,0.131083,0.0000
468,0.131730,0.0000
469,0.132209,0.0000
470,0.132540,0.0000
471,0.132283,0.0000
472,0.131903,0.0000
473,0.131402,0.0000
474,0.130778,0.0000
475,0.130592,0.0000
476,0.130740,0.0000
477,0.130769,0.0051
478,0.130533,0.0189
479,0.129973,0.0335
480,0.129009,0.0488
481,0.127612,0.0646
482,0.126502,0.0811
483,0.128045,0.0981
484,0.129788,0.1156
485,0.131027,0.1336
486,0.131815,0.1520
487,0.132242,0.1707
488,0.132387,0.1898
489,0.132314,0.2092
490,0.132069,0.2287
491,0.131687,0.2485
492,0.131191,0.2684
493,0.130596,0.2884
494,0.129914,0.3084
495,0.129300,0.3283
496,0.129258,0.3482
497,0.129395,0.3680
498,0.129376,0.3876
499,0.129187,0.4070
500,0.128820,0.4262
501,0.128293,0.4450
502,0.127680,0.4634
503,0.127194,0.4815
504,0.127140,0.4991
505,0.126241,0.5162
506,0.125291,0.5327
507,0.124167,0.5487
508,0.122851,0.5640
509,0.121352,0.5787
510,0.119675,0.5927
511,0.117826,0.6060
512,0.116122,0.6185
513,0.114788,0.6302
514,0.113645,0.6410
515,0.113276,0.6511
516,0.113080,0.6602
517,0.112700,0.6684
518,0.112054,0.6758
519,0.111111,0.6821
520,0.109857,0.6876
521,0.108281,0.6920
522,0.106371,0.6955
523,0.104107,0.6980
524,0.101458,0.6995
525,0.101363,0.7000
526,0.101219,0.6995
527,0.101032,0.6980
528,0.100807,0.6955
529,0.100546,0.6920
530,0.100252,0.6876
531,0.099979,0.6821
532,0.100074,0.6757
533,0.100345,0.6684
534,0.100584,0.6602
535,0.100760,0.6510
536,0.100862,0.6410
537,0.100877,0.6301
538,0.100797,0.6184
539,0.100621,0.6059
540,0.100356,0.5927
541,0.100035,0.5787
542,0.099712,0.5640
543,0.099471,0.5486
544,0.099351,0.5326
545,0.099290,0.5161
546,0.100231,0.4990
547,0.101011,0.4814
548,0.101608,0.4634
549,0.102046,0.4449
550,0.102630,0.4261
551,0.103892,0.4070
552,0.105499,0.3876
553,0.107188,0.3680
554,0.108832,0.3482
555,0.110363,0.3283
556,0.111744,0.3083
557,0.112964,0.2883
558,0.114020,0.2683
