step,phi,danger
508,0.123004,0.5640
509,0.121507,0.5787
510,0.119831,0.5927
511,0.117981,0.6060
512,0.116277,0.6185
513,0.114944,0.6302
514,0.113802,0.6410
515,0.113435,0.6511
516,0.113240,0.6602
517,0.112859,0.6684
518,0.112210,0.6758
519,0.111262,0.6821
520,0.110000,0.6876
521,0.108415,0.6920
522,0.106494,0.6955
523,0.104217,0.6980
524,0.101556,0.6995
525,0.101456,0.7000
526,0.101307,0.6995
527,0.101115,0.6980
528,0.100886,0.6955
529,0.100622,0.6920
530,0.100325,0.6876
531,0.100050,0.6821
532,0.100145,0.6757
533,0.100416,0.6684
534,0.100658,0.6602
535,0.100836,0.6510
536,0.100940,0.6410
537,0.100959,0.6301
538,0.100882,0.6184
539,0.100709,0.6059
540,0.100448,0.5927
541,0.100129,0.5787
542,0.099809,0.5640
543,0.099569,0.5486
544,0.099451,0.5326
545,0.099391,0.5161
546,0.100336,0.4990
547,0.101118,0.4814
548,0.101716,0.4634
549,0.102155,0.4449
550,0.102739,0.4261
551,0.104002,0.4070
552,0.105610,0.3876
553,0.107300,0.3680
554,0.108944,0.3482
555,0.110473,0.3283
556,0.111853,0.3083
557,0.113070,0.2883
558,0.114123,0.2683
559,0.115022,0.2484
560,0.115778,0.2287
561,0.116404,0.2091
562,0.116915,0.1897
563,0.117319,0.1706
564,0.117624,0.1519
565,0.117832,0.1335
566,0.117945,0.1155
567,0.118087,0.0980
568,0.118722,0.0810
569,0.119569,0.0646
570,0.120277,0.0487
571,0.120797,0.0335
572,0.121078,0.0189
573,0.121075,0.0050
574,0.120796,0.0000
575,0.120413,0.0000
576,0.120401,0.0000
577,0.121216,0.0000
578,0.122492,0.0000
579,0.123724,0.0000
580,0.124729,0.0000
581,0.125487,0.0000
582,0.126018,0.0000
583,0.126350,0.0000
584,0.126506,0.0000
585,0.126501,0.0000
586,0.126345,0.0000
587,0.126040,0.0000
588,0.126093,0.0000
589,0.126384,0.0000
590,0.126479,0.0000
591,0.126274,0.0000
592,0.125794,0.0000
593,0.125336,0.0000
594,0.125921,0.0000
595,0.127486,0.0000
596,0.128593,0.0000
597,0.129421,0.0000
598,0.129947,0.0000
599,0.130196,0.0000
600,0.130195,0.0000
601,0.129968,0.0000
602,0.129529,0.0000
603,0.128887,0.0097
604,0.128272,0.0238
605,0.128113,0.0386
606,0.127938,0.0540
607,0.127717,0.0701
608,0.127850,0.0867
609,0.128699,0.1039
610,0.129939,0.1216
611,0.131117,0.1397
612,0.132048,0.1582
613,0.132694,0.1771
614,0.133076,0.1963
615,0.133232,0.2157
616,0.133204,0.2354
617,0.133028,0.2552
618,0.132734,0.2751
619,0.132346,0.2951
620,0.131880,0.3151
621,0.131347,0.3350
622,0.130754,0.3549
623,0.130105,0.3746
624,0.129630,0.3942
625,0.129741,0.4135
