step,phi,danger,depth,current_norm,chemical,pe
1296,0.130743,0.2428,9.9777,0.0055,0.8000,0.0000
1297,0.130490,0.2423,9.9777,0.0045,0.8000,0.0000
1298,0.130363,0.2418,9.9776,0.0036,0.8000,0.0000
1299,0.130291,0.2414,9.9776,0.0028,0.8000,0.0000
1300,0.130234,0.2411,9.9776,0.0022,0.8000,0.0000
1301,0.130191,0.2408,9.9776,0.0016,0.8000,0.0000
1302,0.130159,0.2405,9.9775,0.0011,0.8000,0.0000
1303,0.130135,0.2403,9.9775,0.0007,0.8000,0.0000
1304,0.130116,0.2402,9.9775,0.0003,0.8000,0.0000
1305,0.130102,0.2401,9.9775,0.0001,0.8000,0.0000
1306,0.130091,0.2400,9.9774,0.0000,0.8000,0.0000
1307,0.130083,0.2400,9.9774,0.0000,0.8000,0.0000
1308,0.130075,0.2400,9.9774,0.0001,0.8000,0.0000
1309,0.130069,0.2401,9.9774,0.0003,0.8000,0.0000
1310,0.130068,0.2403,9.9774,0.0005,0.8000,0.0000
1311,0.130069,0.2405,9.9773,0.0009,0.8000,0.0000
1312,0.130070,0.2407,9.9773,0.0014,0.8000,0.0000
1313,0.130071,0.2410,9.9773,0.0019,0.8000,0.0000
1314,0.130072,0.2413,9.9773,0.0026,0.8000,0.0000
1315,0.130074,0.2417,9.9772,0.0034,0.8000,0.0000
1316,0.130075,0.2421,9.9772,0.0042,0.8000,0.0000
1317,0.130075,0.2426,9.9772,0.0052,0.8000,0.0000
1318,0.130076,0.2431,9.9772,0.0062,0.8000,0.0000
1319,0.130076,0.2437,9.9772,0.0074,0.8000,0.0000
1320,0.130076,0.2443,9.9771,0.0086,0.8000,0.0000
1321,0.130075,0.2450,9.9771,0.0099,0.8000,0.0000
1322,0.130075,0.2457,9.9771,0.0114,0.8000,0.0000
1323,0.130074,0.2464,9.9771,0.0129,0.8000,0.0000
1324,0.130072,0.2472,9.9770,0.0145,0.8000,0.0000
1325,0.130071,0.2481,9.9770,0.0162,0.8000,0.0000
1326,0.130069,0.2490,9.9770,0.0180,0.8000,0.0000
1327,0.130067,0.2499,9.9770,0.0199,0.8000,0.0000
1328,0.130064,0.2509,9.9769,0.0219,0.8000,0.0000
1329,0.130061,0.2520,9.9769,0.0239,0.8000,0.0000
1330,0.130058,0.2530,9.9769,0.0261,0.8000,0.0000
1331,0.130055,0.2542,9.9769,0.0283,0.8000,0.0000
1332,0.130051,0.2553,9.9769,0.0307,0.8000,0.0000
1333,0.130047,0.2565,9.9768,0.0331,0.8000,0.0000
1334,0.130042,0.2578,9.9768,0.0356,0.8000,0.0000
1335,0.130038,0.2591,9.9768,0.0382,0.8000,0.0000
1336,0.130032,0.2604,9.9768,0.0409,0.8000,0.0000
1337,0.130027,0.2618,9.9767,0.0436,0.8000,0.0000
1338,0.130021,0.2632,9.9767,0.0465,0.8000,0.0000
1339,0.130015,0.2647,9.9767,0.0494,0.8000,0.0000
1340,0.130009,0.2662,9.9767,0.0524,0.8000,0.0000
1341,0.130002,0.2677,9.9767,0.0555,0.8000,0.0000
1342,0.129995,0.2693,9.9766,0.0587,0.8000,0.0000
1343,0.129987,0.2710,9.9766,0.0619,0.8000,0.0000
1344,0.129979,0.2726,9.9766,0.0652,0.8000,0.0000
1345,0.129971,0.2743,9.9766,0.0686,0.8000,0.0000
1346,0.129963,0.2761,9.9765,0.0721,0.8000,0.0000
1347,0.129954,0.2778,9.9765,0.0757,0.8000,0.0000
1348,0.129944,0.2796,9.9765,0.0793,0.8000,0.0000
1349,0.129935,0.2815,9.9765,0.0830,0.8000,0.0000
1350,0.129925,0.2834,9.9764,0.0867,0.8000,0.0000
1351,0.129915,0.2853,9.9764,0.0906,0.8000,0.0000
1352,0.129904,0.2872,9.9764,0.0945,0.8000,0.0000
1353,0.129893,0.2892,9.9764,0.0984,0.8000,0.0000
1354,0.129882,0.2912,9.9764,0.1025,0.8000,0.0000
1355,0.129870,0.2933,9.9763,0.1066,0.8000,0.0000
1356,0.129858,0.2954,9.9763,0.1107,0.8000,0.0000
1357,0.129846,0.2975,9.9763,0.1149,0.8000,0.0000
1358,0.129833,0.2996,9.9763,0.1192,0.8000,0.0000
1359,0.129820,0.3018,9.9762,0.1236,0.8000,0.0000
1360,0.129806,0.3040,9.9762,0.1280,0.8000,0.0000
1361,0.129793,0.3062,9.9762,0.1324,0.8000,0.0000
1362,0.129779,0.3085,9.9762,0.1369,0.8000,0.0000
1363,0.129764,0.3107,9.9762,0.1415,0.8000,0.0000
1364,0.129750,0.3130,9.9761,0.1461,0.8000,0.0000
1365,0.129735,0.3154,9.9761,0.1507,0.8000,0.0000
1366,0.129720,0.3177,9.9761,0.1555,0.8000,0.0000
1367,0.129704,0.3201,9.9761,0.1602,0.8000,0.0000
1368,0.129688,0.3225,9.9760,0.1650,0.8000,0.0000
1369,0.129672,0.3249,9.9760,0.1699,0.8000,0.0000
1370,0.129656,0.3274,9.9760,0.1747,0.8000,0.0000
1371,0.129639,0.3298,9.9760,0.1797,0.8000,0.0000
1372,0.129622,0.3323,9.9759,0.1846,0.8000,0.0000
1373,0.132378,0.1248,9.9759,0.1896,0.1000,0.0000
1374,0.131683,0.1273,9.9759,0.1947,0.1000,0.0000
1375,0.131219,0.1299,9.9759,0.1997,0.1000,0.0000
1376,0.130920,0.1324,9.9759,0.2048,0.1000,0.0000
1377,0.130778,0.1350,9.9758,0.2100,0.1000,0.0000
1378,0.130680,0.1376,9.9758,0.2152,0.1000,0.0000
1379,0.130604,0.1402,9.9758,0.2203,0.1000,0.0000
1380,0.130542,0.1428,9.9758,0.2256,0.1000,0.0000
1381,0.130491,0.1454,9.9757,0.2308,0.1000,0.0000
1382,0.130466,0.1480,9.9757,0.2361,0.1000,0.0000
1383,0.130455,0.1507,9.9757,0.2414,0.1000,0.0000
1384,0.130441,0.1533,9.9757,0.2467,0.1000,0.0000
1385,0.130425,0.1560,9.9757,0.2520,0.1000,0.0000
1386,0.130408,0.1587,9.9756,0.2573,0.1000,0.0000
1387,0.130391,0.1613,9.9756,0.2627,0.1000,0.0000
1388,0.130373,0.1640,9.9756,0.2680,0.1000,0.0000
1389,0.130354,0.1667,9.9756,0.2734,0.1000,0.0000
1390,0.130336,0.1694,9.9755,0.2788,0.1000,0.0000
1391,0.130317,0.1721,9.9755,0.2842,0.1000,0.0000
1392,0.130299,0.1748,9.9755,0.2896,0.1000,0.0000
1393,0.130280,0.1775,9.9755,0.2950,0.1000,0.0000
1394,0.130261,0.1802,9.9754,0.3004,0.1000,0.0000
1395,0.130243,0.1829,9.9754,0.3058,0.1000,0.0000
1396,0.130224,0.1856,9.9754,0.3112,0.1000,0.0000
1397,0.130205,0.1883,9.9754,0.3166,0.1000,0.0004
1398,0.130188,0.1910,9.9754,0.3220,0.1000,0.0000
1399,0.130167,0.1937,9.9753,0.3273,0.1000,0.0000
1400,0.130148,0.1964,9.9753,0.3327,0.1000,0.0000
1401,0.130130,0.1990,9.9753,0.3381,0.1000,0.0000
1402,0.130111,0.2017,9.9753,0.3434,0.1000,0.0000
1403,0.130093,0.2044,9.9752,0.3488,0.1000,0.0000
1404,0.130075,0.2070,9.9752,0.3541,0.1000,0.0000
1405,0.130057,0.2097,9.9752,0.3594,0.1000,0.0000
1406,0.130039,0.2123,9.9752,0.3647,0.1000,0.0000
1407,0.130021,0.2150,9.9751,0.3699,0.1000,0.0000
1408,0.130003,0.2176,9.9751,0.3752,0.1000,0.0000
1409,0.129985,0.2202,9.9751,0.3804,0.1000,0.0000
1410,0.129968,0.2228,9.9751,0.3856,0.1000,0.0000
1411,0.129951,0.2254,9.9751,0.3907,0.1000,0.0000
1412,0.129934,0.2279,9.9750,0.3959,0.1000,0.0000
1413,0.129917,0.2305,9.9750,0.4010,0.1000,0.0000
1414,0.129901,0.2330,9.9750,0.4060,0.1000,0.0000
1415,0.129884,0.2355,9.9750,0.4111,0.1000,0.0000
1416,0.129868,0.2380,9.9749,0.4161,0.1000,0.0000
1417,0.129853,0.2405,9.9749,0.4210,0.1000,0.0000
1418,0.129837,0.2430,9.9749,0.4259,0.1000,0.0000
1419,0.129822,0.2454,9.9749,0.4308,0.1000,0.0000
1420,0.129807,0.2478,9.9749,0.4357,0.1000,0.0000
1421,0.129792,0.2502,9.9748,0.4405,0.1000,0.0000
1422,0.129777,0.2526,9.9748,0.4452,0.1000,0.0000
1423,0.129763,0.2550,9.9748,0.4499,0.1000,0.0000
1424,0.129749,0.2573,9.9748,0.4546,0.1000,0.0000
1425,0.129735,0.2596,9.9747,0.4592,0.1000,0.0000
1426,0.129722,0.2619,9.9747,0.4637,0.1000,0.0000
1427,0.129709,0.2641,9.9747,0.4682,0.1000,0.0000
1428,0.129696,0.2663,9.9747,0.4727,0.1000,0.0000
1429,0.129683,0.2685,9.9746,0.4770,0.1000,0.0000
1430,0.129671,0.2707,9.9746,0.4814,0.1000,0.0000
1431,0.129659,0.2728,9.9746,0.4857,0.1000,0.0000
1432,0.129647,0.2749,9.9746,0.4899,0.1000,0.0000
1433,0.129635,0.2770,9.9746,0.4940,0.1000,0.0000
1434,0.129624,0.2790,9.9745,0.4981,0.1000,0.0000
1435,0.129613,0.2811,9.9745,0.5021,0.1000,0.0000
1436,0.129602,0.2830,9.9745,0.5061,0.1000,0.0000
1437,0.129591,0.2850,9.9745,0.5100,0.1000,0.0000
1438,0.129581,0.2869,9.9744,0.5138,0.1000,0.0000
1439,0.129571,0.2888,9.9744,0.5175,0.1000,0.0000
1440,0.129561,0.2906,9.9744,0.5212,0.1000,0.0000
1441,0.129551,0.2924,9.9744,0.5248,0.1000,0.0000
1442,0.129542,0.2942,9.9744,0.5284,0.1000,0.0000
1443,0.129532,0.2959,9.9743,0.5318,0.1000,0.0000
1444,0.129523,0.2976,9.9743,0.5352,0.1000,0.0000
1445,0.129514,0.2993,9.9743,0.5385,0.1000,0.0000
1446,0.129506,0.3009,9.9743,0.5418,0.1000,0.0000
1447,0.129497,0.3025,9.9742,0.5449,0.1000,0.0000
1448,0.129489,0.3040,9.9742,0.5480,0.1000,0.0000
1449,0.129481,0.3055,9.9742,0.5510,0.1000,0.0000
1450,0.129473,0.3070,9.9742,0.5539,0.1000,0.0000
1451,0.129465,0.3084,9.9741,0.5568,0.1000,0.0000
1452,0.129457,0.3098,9.9741,0.5595,0.1000,0.0000
1453,0.129450,0.3111,9.9741,0.5622,0.1000,0.0000
1454,0.129442,0.3124,9.9741,0.5648,0.1000,0.0000
1455,0.129435,0.3136,9.9741,0.5673,0.1000,0.0000
1456,0.129428,0.3148,9.9740,0.5697,0.1000,0.0000
1457,0.129421,0.3160,9.9740,0.5720,0.1000,0.0000
1458,0.129414,0.3171,9.9740,0.5742,0.1000,0.0000
1459,0.129408,0.3182,9.9740,0.5764,0.1000,0.0000
1460,0.129401,0.3192,9.9739,0.5784,0.1000,0.0000
1461,0.129395,0.3202,9.9739,0.5804,0.1000,0.0000
1462,0.129389,0.3211,9.9739,0.5823,0.1000,0.0000
1463,0.129383,0.3220,9.9739,0.5841,0.1000,0.0000
1464,0.129377,0.3229,9.9738,0.5857,0.1000,0.0000
1465,0.129371,0.3237,9.9738,0.5873,0.1000,0.0000
1466,0.129365,0.3244,9.9738,0.5888,0.1000,0.0000
1467,0.129360,0.3251,9.9738,0.5903,0.1000,0.0000
1468,0.129354,0.3258,9.9738,0.5916,0.1000,0.0000
1469,0.129349,0.3264,9.9737,0.5928,0.1000,0.0000
1470,0.129344,0.3270,9.9737,0.5939,0.1000,0.0000
1471,0.129339,0.3275,9.9737,0.5950,0.1000,0.0000
1472,0.129334,0.3279,9.9737,0.5959,0.1000,0.0000
1473,0.129329,0.3284,9.9736,0.5967,0.1000,0.0000
1474,0.129325,0.3287,9.9736,0.5975,0.1000,0.0000
1475,0.129320,0.3291,9.9736,0.5981,0.1000,0.0000
1476,0.129316,0.3293,9.9736,0.5987,0.1000,0.0000
1477,0.129312,0.3296,9.9736,0.5991,0.1000,0.0000
1478,0.129308,0.3298,9.9735,0.5995,0.1000,0.0000
1479,0.129304,0.3299,9.9735,0.5998,0.1000,0.0000
1480,0.129300,0.3300,9.9735,0.5999,0.1000,0.0000
1481,0.129297,0.3300,9.9735,0.6000,0.1000,0.0000
1482,0.129294,0.3300,9.9734,0.6000,0.1000,0.0000
1483,0.129291,0.3299,9.9734,0.5998,0.1000,0.0000
1484,0.129290,0.3298,9.9734,0.5996,0.1000,0.0000
1485,0.129294,0.3296,9.9734,0.5993,0.1000,0.0000
1486,0.129299,0.3294,9.9733,0.5989,0.1000,0.0000
1487,0.129303,0.3292,9.9733,0.5984,0.1000,0.0000
1488,0.129308,0.3289,9.9733,0.5978,0.1000,0.0000
1489,0.129312,0.3285,9.9733,0.5970,0.1000,0.0000
1490,0.129317,0.3281,9.9733,0.5962,0.1000,0.0000
1491,0.129322,0.3277,9.9732,0.5953,0.1000,0.0000
1492,0.129327,0.3272,9.9732,0.5943,0.1000,0.0000
1493,0.129332,0.3266,9.9732,0.5933,0.1000,0.0000
1494,0.129337,0.3260,9.9732,0.5921,0.1000,0.0000
1495,0.129343,0.3254,9.9731,0.5908,0.1000,0.0000
1496,0.129349,0.3247,9.9731,0.5894,0.1000,0.0000
1497,0.129354,0.3240,9.9731,0.5879,0.1000,0.0000
1498,0.129360,0.3232,9.9731,0.5864,0.1000,0.0000
1499,0.129366,0.3224,9.9731,0.5847,0.1000,0.0000
1500,0.129372,0.3215,9.9730,0.5830,0.1000,0.0000
1501,0.129379,0.3206,9.9730,0.5811,0.1000,0.0000
1502,0.129385,0.3196,9.9730,0.5792,0.1000,0.0000
1503,0.129392,0.3186,9.9730,0.5772,0.1000,0.0000
1504,0.129399,0.3175,9.9729,0.5751,0.1000,0.0000
1505,0.129406,0.3164,9.9729,0.5729,0.1000,0.0000
1506,0.129413,0.3153,9.9729,0.5706,0.1000,0.0000
1507,0.129420,0.3141,9.9729,0.5682,0.1000,0.0000
1508,0.129428,0.3129,9.9728,0.5658,0.1000,0.0000
1509,0.129435,0.3116,9.9728,0.5632,0.1000,0.0000
1510,0.129443,0.3103,9.9728,0.5606,0.1000,0.0000
1511,0.129451,0.3089,9.9728,0.5579,0.1000,0.0000
1512,0.129460,0.3075,9.9728,0.5551,0.1000,0.0000
1513,0.129468,0.3061,9.9727,0.5522,0.1000,0.0000
1514,0.129477,0.3046,9.9727,0.5492,0.1000,0.0000
1515,0.129485,0.3031,9.9727,0.5462,0.1000,0.0000
1516,0.129494,0.3015,9.9727,0.5430,0.1000,0.0000
1517,0.129504,0.2999,9.9726,0.5398,0.1000,0.0000
1518,0.129513,0.2983,9.9726,0.5365,0.1000,0.0000
1519,0.129523,0.2966,9.9726,0.5332,0.1000,0.0000
1520,0.129533,0.2949,9.9726,0.5297,0.1000,0.0000
1521,0.129543,0.2931,9.9725,0.5262,0.1000,0.0000
1522,0.129553,0.2913,9.9725,0.5227,0.1000,0.0000
1523,0.129564,0.2895,9.9725,0.5190,0.1000,0.0000
1524,0.129574,0.2876,9.9725,0.5153,0.1000,0.0000
1525,0.129585,0.2857,9.9725,0.5115,0.1000,0.0000
1526,0.129597,0.2838,9.9724,0.5076,0.1000,0.0000
1527,0.129608,0.2818,9.9724,0.5037,0.1000,0.0000
1528,0.129620,0.2798,9.9724,0.4997,0.1000,0.0000
1529,0.129632,0.2778,9.9724,0.4956,0.1000,0.0000
1530,0.129645,0.2758,9.9723,0.4915,0.1000,0.0000
1531,0.129657,0.2737,9.9723,0.4873,0.1000,0.0000
1532,0.129670,0.2715,9.9723,0.4831,0.1000,0.0000
1533,0.129683,0.2694,9.9723,0.4788,0.1000,0.0000
1534,0.129697,0.2672,9.9723,0.4744,0.1000,0.0000
1535,0.129710,0.2650,9.9722,0.4700,0.1000,0.0000
1536,0.129724,0.2627,9.9722,0.4655,0.1000,0.0000
1537,0.129739,0.2605,9.9722,0.4610,0.1000,0.0000
1538,0.129753,0.2582,9.9722,0.4564,0.1000,0.0000
1539,0.129768,0.2559,9.9721,0.4517,0.1000,0.0000
1540,0.129783,0.2535,9.9721,0.4471,0.1000,0.0000
1541,0.129798,0.2512,9.9721,0.4423,0.1000,0.0000
1542,0.129814,0.2488,9.9721,0.4376,0.1000,0.0000
1543,0.129830,0.2464,9.9720,0.4327,0.1000,0.0000
1544,0.129846,0.2439,9.9720,0.4279,0.1000,0.0000
1545,0.129862,0.2415,9.9720,0.4230,0.1000,0.0000
1546,0.129879,0.2390,9.9720,0.4180,0.1000,0.0000
1547,0.129896,0.2365,9.9720,0.4130,0.1000,0.0000
1548,0.129913,0.2340,9.9719,0.4080,0.1000,0.0000
1549,0.129930,0.2315,9.9719,0.4030,0.1000,0.0000
1550,0.129948,0.2289,9.9719,0.3979,0.1000,0.0000
1551,0.129966,0.2264,9.9719,0.3928,0.1000,0.0000
1552,0.129984,0.2238,9.9718,0.3876,0.1000,0.0000
1553,0.130002,0.2212,9.9718,0.3824,0.1000,0.0000
1554,0.130020,0.2186,9.9718,0.3772,0.1000,0.0000
1555,0.130039,0.2160,9.9718,0.3720,0.1000,0.0000
1556,0.130057,0.2134,9.9717,0.3667,0.1000,0.0000
1557,0.130076,0.2107,9.9717,0.3615,0.1000,0.0000
1558,0.130095,0.2081,9.9717,0.3562,0.1000,0.0000
1559,0.130114,0.2054,9.9717,0.3509,0.1000,0.0000
1560,0.130133,0.2028,9.9717,0.3455,0.1000,0.0000
1561,0.130152,0.2001,9.9716,0.3402,0.1000,0.0000
1562,0.130171,0.1974,9.9716,0.3348,0.1000,0.0000
1563,0.130190,0.1947,9.9716,0.3295,0.1000,0.0000
1564,0.130210,0.1920,9.9716,0.3241,0.1000,0.0000
1565,0.130229,0.1893,9.9715,0.3187,0.1000,0.0004
1566,0.130244,0.1866,9.9715,0.3133,0.1000,0.0000
1567,0.130269,0.1839,9.9715,0.3079,0.1000,0.0000
1568,0.130288,0.1813,9.9715,0.3025,0.1000,0.0000
1569,0.130306,0.1786,9.9715,0.2971,0.1000,0.0000
1570,0.130325,0.1759,9.9714,0.2917,0.1000,0.0000
1571,0.130344,0.1732,9.9714,0.2863,0.1000,0.0000
1572,0.130363,0.1705,9.9714,0.2809,0.1000,0.0000
1573,0.130382,0.1678,9.9714,0.2755,0.1000,0.0000
1574,0.130400,0.1651,9.9713,0.2701,0.1000,0.0000
1575,0.130419,0.1624,9.9713,0.2648,0.1000,0.0000
1576,0.130437,0.1597,9.9713,0.2594,0.1000,0.0000
1577,0.130456,0.1570,9.9713,0.2541,0.1000,0.0000
1578,0.130474,0.1544,9.9712,0.2488,0.1000,0.0000
1579,0.130491,0.1517,9.9712,0.2434,0.1000,0.0000
1580,0.130509,0.1491,9.9712,0.2381,0.1000,0.0000
1581,0.130527,0.1464,9.9712,0.2329,0.1000,0.0000
1582,0.130544,0.1438,9.9712,0.2276,0.1000,0.0000
1583,0.130561,0.1412,9.9711,0.2224,0.1000,0.0000
1584,0.130577,0.1386,9.9711,0.2172,0.1000,0.0000
1585,0.130594,0.1360,9.9711,0.2120,0.1000,0.0000
1586,0.130610,0.1334,9.9711,0.2069,0.1000,0.0000
1587,0.130626,0.1309,9.9710,0.2017,0.1000,0.0000
1588,0.130642,0.1283,9.9710,0.1967,0.1000,0.0000
1589,0.130657,0.1258,9.9710,0.1916,0.1000,0.0000
1590,0.130672,0.1233,9.9710,0.1866,0.1000,0.0000
1591,0.130687,0.1208,9.9710,0.1816,0.1000,0.0000
1592,0.130701,0.1183,9.9709,0.1767,0.1000,0.0000
1593,0.130715,0.1159,9.9709,0.1718,0.1000,0.0000
1594,0.130729,0.1135,9.9709,0.1669,0.1000,0.0000
1595,0.130743,0.1110,9.9709,0.1621,0.1000,0.0000
1596,0.130756,0.1087,9.9708,0.1573,0.1000,0.0000
1597,0.130769,0.1063,9.9708,0.1526,0.1000,0.0000
1598,0.130781,0.1040,9.9708,0.1479,0.1000,0.0000
1599,0.130793,0.1016,9.9708,0.1433,0.1000,0.0000
1600,0.130805,0.0994,9.9707,0.1387,0.1000,0.0000
1601,0.130817,0.0971,9.9707,0.1342,0.1000,0.0000
1602,0.130828,0.0949,9.9707,0.1297,0.1000,0.0000
1603,0.130838,0.0926,9.9707,0.1253,0.1000,0.0000
1604,0.130849,0.0905,9.9707,0.1209,0.1000,0.0000
1605,0.130859,0.0883,9.9706,0.1166,0.1000,0.0000
1606,0.130869,0.0862,9.9706,0.1124,0.1000,0.0000
1607,0.130878,0.0841,9.9706,0.1082,0.1000,0.0000
1608,0.131426,0.2920,9.9706,0.1041,0.8000,0.0000
1609,0.130868,0.2900,9.9705,0.1000,0.8000,0.0000
1610,0.130495,0.2880,9.9705,0.0960,0.8000,0.0000
1611,0.130259,0.2860,9.9705,0.0921,0.8000,0.0000
1612,0.130160,0.2841,9.9705,0.0882,0.8000,0.0000
1613,0.130100,0.2822,9.9704,0.0844,0.8000,0.0000
1614,0.130058,0.2804,9.9704,0.0807,0.8000,0.0000
1615,0.130027,0.2785,9.9704,0.0771,0.8000,0.0000
1616,0.130006,0.2767,9.9704,0.0735,0.8000,0.0000
1617,0.129993,0.2750,9.9704,0.0700,0.8000,0.0000
1618,0.129996,0.2733,9.9703,0.0666,0.8000,0.0000
1619,0.130007,0.2716,9.9703,0.0632,0.8000,0.0000
1620,0.130017,0.2700,9.9703,0.0599,0.8000,0.0000
1621,0.130025,0.2684,9.9703,0.0567,0.8000,0.0000
1622,0.130032,0.2668,9.9702,0.0536,0.8000,0.0000
1623,0.130039,0.2653,9.9702,0.0506,0.8000,0.0000
1624,0.130045,0.2638,9.9702,0.0476,0.8000,0.0000
1625,0.130051,0.2624,9.9702,0.0447,0.8000,0.0000
1626,0.130056,0.2610,9.9702,0.0419,0.8000,0.0000
1627,0.130061,0.2596,9.9701,0.0392,0.8000,0.0000
1628,0.130066,0.2583,9.9701,0.0366,0.8000,0.0000
1629,0.130070,0.2570,9.9701,0.0341,0.8000,0.0000
1630,0.130074,0.2558,9.9701,0.0316,0.8000,0.0000
1631,0.130078,0.2546,9.9700,0.0292,0.8000,0.0000
1632,0.130081,0.2535,9.9700,0.0270,0.8000,0.0000
1633,0.130084,0.2524,9.9700,0.0248,0.8000,0.0000
1634,0.130086,0.2513,9.9700,0.0227,0.8000,0.0000
1635,0.130089,0.2503,9.9699,0.0206,0.8000,0.0000
1636,0.130091,0.2494,9.9699,0.0187,0.8000,0.0000
1637,0.130092,0.2484,9.9699,0.0169,0.8000,0.0000
1638,0.130094,0.2476,9.9699,0.0151,0.8000,0.0000
1639,0.130095,0.2467,9.9699,0.0135,0.8000,0.0000
1640,0.130096,0.2460,9.9698,0.0119,0.8000,0.0000
1641,0.130096,0.2452,9.9698,0.0105,0.8000,0.0000
1642,0.130096,0.2446,9.9698,0.0091,0.8000,0.0000
1643,0.130096,0.2439,9.9698,0.0078,0.8000,0.0000
1644,0.130096,0.2433,9.9697,0.0067,0.8000,0.0000
1645,0.130095,0.2428,9.9697,0.0056,0.8000,0.0000
1646,0.130094,0.2423,9.9697,0.0046,0.8000,0.0000
1647,0.130093,0.2418,9.9697,0.0037,0.8000,0.0000
1648,0.130091,0.2414,9.9696,0.0029,0.8000,0.0000
1649,0.130090,0.2411,9.9696,0.0022,0.8000,0.0000
1650,0.130087,0.2408,9.9696,0.0016,0.8000,0.0000
1651,0.130085,0.2405,9.9696,0.0011,0.8000,0.0000
1652,0.130082,0.2403,9.9696,0.0007,0.8000,0.0000
1653,0.130080,0.2402,9.9695,0.0004,0.8000,0.0000
1654,0.130077,0.2401,9.9695,0.0001,0.8000,0.0000
1655,0.130073,0.2400,9.9695,0.0000,0.8000,0.0000
1656,0.130070,0.2400,9.9695,0.0000,0.8000,0.0000
1657,0.130067,0.2400,9.9694,0.0001,0.8000,0.0000
1658,0.130063,0.2401,9.9694,0.0003,0.8000,0.0000
1659,0.130064,0.2403,9.9694,0.0005,0.8000,0.0000
1660,0.130067,0.2404,9.9694,0.0009,0.8000,0.0000
1661,0.130069,0.2407,9.9694,0.0013,0.8000,0.0000
1662,0.130071,0.2410,9.9693,0.0019,0.8000,0.0000
1663,0.130072,0.2413,9.9693,0.0026,0.8000,0.0000
1664,0.130074,0.2417,9.9693,0.0033,0.8000,0.0000
1665,0.130075,0.2421,9.9693,0.0042,0.8000,0.0000
1666,0.130075,0.2426,9.9692,0.0051,0.8000,0.0000
1667,0.130076,0.2431,9.9692,0.0062,0.8000,0.0000
1668,0.130076,0.2436,9.9692,0.0073,0.8000,0.0000
1669,0.130076,0.2443,9.9692,0.0085,0.8000,0.0000
1670,0.130075,0.2449,9.9691,0.0098,0.8000,0.0000
1671,0.130075,0.2456,9.9691,0.0113,0.8000,0.0000
1672,0.130074,0.2464,9.9691,0.0128,0.8000,0.0000
1673,0.130072,0.2472,9.9691,0.0144,0.8000,0.0000
1674,0.130071,0.2480,9.9691,0.0161,0.8000,0.0000
1675,0.130069,0.2489,9.9690,0.0179,0.8000,0.0000
1676,0.130067,0.2499,9.9690,0.0197,0.8000,0.0000
1677,0.130064,0.2509,9.9690,0.0217,0.8000,0.0000
1678,0.130061,0.2519,9.9690,0.0238,0.8000,0.0000
1679,0.130058,0.2530,9.9689,0.0259,0.8000,0.0000
1680,0.130055,0.2541,9.9689,0.0282,0.8000,0.0000
1681,0.130051,0.2553,9.9689,0.0305,0.8000,0.0000
1682,0.130047,0.2565,9.9689,0.0329,0.8000,0.0000
1683,0.130043,0.2577,9.9688,0.0354,0.8000,0.0000
1684,0.130038,0.2590,9.9688,0.0380,0.8000,0.0000
1685,0.130033,0.2603,9.9688,0.0407,0.8000,0.0000
1686,0.130027,0.2617,9.9688,0.0434,0.8000,0.0000
1687,0.130021,0.2631,9.9688,0.0463,0.8000,0.0000
1688,0.132680,0.0546,9.9687,0.0492,0.1000,0.0000
1689,0.132276,0.0561,9.9687,0.0522,0.1000,0.0000
1690,0.131603,0.0576,9.9687,0.0553,0.1000,0.0000
1691,0.131307,0.0592,9.9687,0.0585,0.1000,0.0000
1692,0.131195,0.0608,9.9686,0.0617,0.1000,0.0000
1693,0.131118,0.0625,9.9686,0.0650,0.1000,0.0000
1694,0.131059,0.0642,9.9686,0.0684,0.1000,0.0000
1695,0.131013,0.0659,9.9686,0.0719,0.1000,0.0000
1696,0.130969,0.0677,9.9686,0.0754,0.1000,0.0000
1697,0.130936,0.0695,9.9685,0.0790,0.1000,0.0000
1698,0.130919,0.0714,9.9685,0.0827,0.1000,0.0000
1699,0.130906,0.0732,9.9685,0.0865,0.1000,0.0000
1700,0.130894,0.0752,9.9685,0.0903,0.1000,0.0000
1701,0.130883,0.0771,9.9684,0.0942,0.1000,0.0000
1702,0.130873,0.0791,9.9684,0.0982,0.1000,0.0000
1703,0.130863,0.0811,9.9684,0.1022,0.1000,0.0000
1704,0.130853,0.0831,9.9684,0.1063,0.1000,0.0000
1705,0.130843,0.0852,9.9683,0.1104,0.1000,0.0000
1706,0.130833,0.0873,9.9683,0.1147,0.1000,0.0000
1707,0.130822,0.0895,9.9683,0.1189,0.1000,0.0000
1708,0.130811,0.0916,9.9683,0.1233,0.1000,0.0000
1709,0.130800,0.0938,9.9683,0.1277,0.1000,0.0000
1710,0.130789,0.0961,9.9682,0.1321,0.1000,0.0000
1711,0.130778,0.0983,9.9682,0.1366,0.1000,0.0000
1712,0.130766,0.1006,9.9682,0.1412,0.1000,0.0000
1713,0.130753,0.1029,9.9682,0.1458,0.1000,0.0000
1714,0.130741,0.1052,9.9681,0.1504,0.1000,0.0000
1715,0.130728,0.1076,9.9681,0.1551,0.1000,0.0000
1716,0.130715,0.1099,9.9681,0.1599,0.1000,0.0000
1717,0.130701,0.1123,9.9681,0.1647,0.1000,0.0000
1718,0.130687,0.1148,9.9680,0.1695,0.1000,0.0000
