step,phi,danger,altitude,attitude_norm,pe,gust_intensity
1356,0.100090,0.7011,1.0000,0.0171,0.0011,0.6925
1357,0.100129,0.6902,1.0000,0.0175,0.0004,0.6814
1358,0.100279,0.6748,1.0000,0.0181,0.0004,0.6657
1359,0.100442,0.6551,1.0000,0.0186,0.0007,0.6458
1360,0.100617,0.6317,1.0000,0.0192,0.0004,0.6221
1361,0.100806,0.6052,1.0000,0.0199,0.0004,0.5953
1362,0.100995,0.5764,1.0000,0.0206,0.0004,0.5661
1363,0.101182,0.5458,1.0000,0.0214,0.0000,0.5352
1364,0.101365,0.5145,1.0000,0.0222,0.0004,0.5033
1365,0.102606,0.4830,1.0000,0.0231,0.0007,0.4714
1366,0.103781,0.4523,1.0000,0.0241,0.0004,0.4403
1367,0.104891,0.4232,1.0000,0.0251,0.0004,0.4106
1368,0.105926,0.3963,1.0000,0.0262,0.0004,0.3833
1369,0.106888,0.3725,1.0000,0.0272,0.0000,0.3589
1370,0.107780,0.3523,1.0000,0.0283,0.0000,0.3381
1371,0.108597,0.3362,1.0000,0.0295,0.0000,0.3215
1372,0.109342,0.3247,1.0000,0.0306,0.0007,0.3094
1373,0.110017,0.3180,1.0000,0.0317,0.0004,0.3022
1374,0.110650,0.3164,1.0000,0.0328,0.0004,0.3000
1375,0.111234,0.3199,1.0000,0.0339,0.0000,0.3030
1376,0.111764,0.3284,1.0000,0.0350,0.0004,0.3110
1377,0.112360,0.3418,1.0000,0.0360,0.0000,0.3238
1378,0.112941,0.3596,1.0000,0.0371,0.0000,0.3411
1379,0.113481,0.3815,1.0000,0.0381,0.0000,0.3625
1380,0.113978,0.4069,1.0000,0.0391,0.0000,0.3874
1381,0.114434,0.4351,1.0000,0.0401,0.0000,0.4151
1382,0.114851,0.4655,1.0000,0.0410,0.0000,0.4451
1383,0.115230,0.4973,1.0000,0.0419,0.0000,0.4764
1384,0.113750,0.5297,1.0000,0.0427,0.0000,0.5083
1385,0.112171,0.5618,1.0000,0.0435,0.0000,0.5401
1386,0.110474,0.5929,1.0000,0.0442,0.0000,0.5708
1387,0.108636,0.6221,1.0000,0.0448,0.0000,0.5997
1388,0.106629,0.6487,1.0000,0.0453,0.0000,0.6260
1389,0.104415,0.6720,1.0000,0.0458,0.0000,0.6492
1390,0.101950,0.6915,1.0000,0.0461,0.0000,0.6685
1391,0.100278,0.7066,1.0000,0.0463,0.0000,0.6835
1392,0.100165,0.7170,1.0000,0.0464,0.0055,0.6938
1393,0.100095,0.7224,1.0000,0.0463,0.0069,0.6992
1394,0.100032,0.7225,1.0000,0.0461,0.0000,0.6995
1395,0.100018,0.7176,1.0000,0.0458,0.0004,0.6947
1396,0.100032,0.7076,1.0000,0.0454,0.0000,0.6849
1397,0.100173,0.6928,0.9999,0.0448,0.0000,0.6704
1398,0.100334,0.6736,0.9999,0.0442,0.0000,0.6516
1399,0.100510,0.6505,0.9999,0.0434,0.0000,0.6288
1400,0.100698,0.6241,0.9999,0.0427,0.0000,0.6028
1401,0.100890,0.5951,0.9999,0.0418,0.0000,0.5742
1402,0.101082,0.5641,0.9999,0.0409,0.0000,0.5436
1403,0.101270,0.5320,0.9999,0.0401,0.0000,0.5120
1404,0.102520,0.4996,0.9999,0.0392,0.0007,0.4800
1405,0.103700,0.4677,0.9999,0.0383,0.0000,0.4486
1406,0.104824,0.4371,0.9999,0.0374,0.0011,0.4184
1407,0.105863,0.4086,0.9999,0.0365,0.0020,0.3904
1408,0.106834,0.3830,0.9999,0.0357,0.0000,0.3651
1409,0.107754,0.3608,0.9999,0.0349,0.0000,0.3433
1410,0.108584,0.3426,0.9999,0.0341,0.0004,0.3255
1411,0.109341,0.3288,0.9999,0.0333,0.0000,0.3122
1412,0.110036,0.3199,0.9999,0.0326,0.0000,0.3036
1413,0.110668,0.3160,0.9999,0.0319,0.0000,0.3001
1414,0.111262,0.3173,0.9999,0.0312,0.0000,0.3017
1415,0.111805,0.3236,0.9999,0.0305,0.0000,0.3083
1416,0.112347,0.3348,0.9999,0.0298,0.0000,0.3199
1417,0.112946,0.3506,0.9999,0.0291,0.0004,0.3360
1418,0.113502,0.3706,0.9999,0.0285,0.0000,0.3563
1419,0.114012,0.3943,0.9999,0.0279,0.0000,0.3803
1420,0.114483,0.4210,0.9999,0.0273,0.0000,0.4074
1421,0.114915,0.4501,0.9999,0.0267,0.0000,0.4368
1422,0.115309,0.4809,0.9999,0.0261,0.0000,0.4678
1423,0.113843,0.5125,0.9999,0.0256,0.0000,0.4997
1424,0.112275,0.5441,1.0000,0.0251,0.0004,0.5316
1425,0.110588,0.5749,1.0000,0.0246,0.0004,0.5626
1426,0.108754,0.6041,1.0000,0.0241,0.0000,0.5921
1427,0.106746,0.6310,1.0000,0.0236,0.0004,0.6192
1428,0.104532,0.6549,1.0000,0.0232,0.0004,0.6433
1429,0.102061,0.6750,1.0000,0.0227,0.0000,0.6637
1430,0.100383,0.6910,1.0000,0.0222,0.0000,0.6799
1431,0.100267,0.7024,1.0000,0.0217,0.0000,0.6915
1432,0.100173,0.7088,1.0000,0.0211,0.0000,0.6983
1433,0.100115,0.7102,1.0000,0.0205,0.0004,0.6999
1434,0.100090,0.7064,1.0000,0.0197,0.0000,0.6965
1435,0.100096,0.6975,1.0000,0.0189,0.0000,0.6880
1436,0.100214,0.6838,1.0000,0.0180,0.0000,0.6748
1437,0.100374,0.6655,1.0000,0.0170,0.0000,0.6570
1438,0.100550,0.6432,1.0000,0.0158,0.0000,0.6353
1439,0.100738,0.6174,1.0000,0.0146,0.0000,0.6101
1440,0.100932,0.5887,1.0000,0.0133,0.0000,0.5821
1441,0.101128,0.5579,1.0000,0.0118,0.0000,0.5520
1442,0.101321,0.5257,1.0000,0.0103,0.0018,0.5206
1443,0.102568,0.4930,1.0000,0.0087,0.0018,0.4886
1444,0.103765,0.4605,1.0000,0.0071,0.0000,0.4570
1445,0.104905,0.4291,1.0000,0.0054,0.0000,0.4264
1446,0.105961,0.3995,1.0000,0.0037,0.0027,0.3977
1447,0.106929,0.3726,1.0000,0.0020,0.0021,0.3716
1448,0.107842,0.3494,1.0000,0.0012,0.0024,0.3488
1449,0.108664,0.3306,1.0000,0.0013,0.0057,0.3299
1450,0.109408,0.3168,1.0000,0.0029,0.0008,0.3153
1451,0.110135,0.3077,1.0000,0.0044,0.0045,0.3054
1452,0.110763,0.3035,1.0000,0.0059,0.0000,0.3005
1453,0.111363,0.3044,1.0000,0.0073,0.0004,0.3007
1454,0.111899,0.3103,1.0000,0.0086,0.0000,0.3060
1455,0.112428,0.3213,1.0000,0.0100,0.0000,0.3163
1456,0.113029,0.3369,1.0000,0.0113,0.0008,0.3312
1457,0.113588,0.3568,1.0000,0.0127,0.0000,0.3505
1458,0.114096,0.3805,1.0000,0.0140,0.0020,0.3735
1459,0.114578,0.4075,1.0000,0.0154,0.0000,0.3998
1460,0.114994,0.4371,1.0000,0.0168,0.0000,0.4287
1461,0.115389,0.4685,1.0000,0.0182,0.0004,0.4594
1462,0.113923,0.5009,1.0000,0.0196,0.0004,0.4911
1463,0.112350,0.5335,1.0000,0.0210,0.0000,0.5230
1464,0.110654,0.5655,1.0000,0.0223,0.0020,0.5544
1465,0.108824,0.5961,1.0000,0.0236,0.0000,0.5843
1466,0.106797,0.6245,1.0000,0.0247,0.0007,0.6122
1467,0.104575,0.6500,1.0000,0.0257,0.0000,0.6371
1468,0.102090,0.6718,1.0000,0.0266,0.0000,0.6586
1469,0.100404,0.6896,1.0000,0.0273,0.0000,0.6760
1470,0.100279,0.7028,1.0000,0.0279,0.0000,0.6889
1471,0.100174,0.7111,1.0000,0.0283,0.0000,0.6969
1472,0.100099,0.7143,1.0000,0.0286,0.0000,0.7000
1473,0.100063,0.7124,1.0000,0.0289,0.0000,0.6979
1474,0.100055,0.7054,1.0000,0.0291,0.0000,0.6908
1475,0.100122,0.6935,1.0000,0.0293,0.0007,0.6788
1476,0.100268,0.6770,1.0000,0.0295,0.0007,0.6622
1477,0.100438,0.6564,1.0000,0.0298,0.0004,0.6415
1478,0.100622,0.6322,1.0000,0.0300,0.0000,0.6172
1479,0.100813,0.6051,1.0000,0.0303,0.0004,0.5899
1480,0.101001,0.5756,1.0000,0.0307,0.0000,0.5603
1481,0.101191,0.5447,1.0000,0.0311,0.0000,0.5291
1482,0.101371,0.5130,1.0000,0.0315,0.0000,0.4972
1483,0.102614,0.4814,1.0000,0.0320,0.0000,0.4654
1484,0.103788,0.4508,1.0000,0.0325,0.0000,0.4345
1485,0.104892,0.4218,1.0000,0.0331,0.0007,0.4052
1486,0.105919,0.3952,1.0000,0.0336,0.0000,0.3784
1487,0.106883,0.3717,1.0000,0.0342,0.0004,0.3546
1488,0.107765,0.3520,1.0000,0.0348,0.0000,0.3346
1489,0.108579,0.3365,1.0000,0.0354,0.0004,0.3188
1490,0.109316,0.3256,1.0000,0.0360,0.0000,0.3076
1491,0.109993,0.3197,1.0000,0.0366,0.0000,0.3014
1492,0.110620,0.3188,1.0000,0.0373,0.0000,0.3002
1493,0.111199,0.3231,1.0000,0.0379,0.0004,0.3041
1494,0.111728,0.3323,1.0000,0.0385,0.0004,0.3130
1495,0.112339,0.3463,1.0000,0.0392,0.0004,0.3267
1496,0.112919,0.3648,1.0000,0.0398,0.0004,0.3449
1497,0.113455,0.3872,1.0000,0.0405,0.0000,0.3669
1498,0.113946,0.4130,1.0000,0.0411,0.0000,0.3924
1499,0.114399,0.4415,1.0000,0.0417,0.0000,0.4207
1500,0.114812,0.4721,1.0000,0.0423,0.0000,0.4509
1501,0.113321,0.5039,1.0000,0.0429,0.0020,0.4825
1502,0.111726,0.5361,1.0000,0.0434,0.0000,0.5144
1503,0.109974,0.5679,1.0000,0.0439,0.0000,0.5460
1504,0.108077,0.5986,0.9999,0.0443,0.0000,0.5764
1505,0.105985,0.6272,0.9999,0.0446,0.0000,0.6049
1506,0.103660,0.6532,0.9999,0.0449,0.0000,0.6307
1507,0.101055,0.6757,0.9999,0.0451,0.0000,0.6531
1508,0.100384,0.6943,0.9999,0.0453,0.0024,0.6717
1509,0.100266,0.7085,0.9999,0.0453,0.0081,0.6858
1510,0.100175,0.7178,0.9999,0.0452,0.0000,0.6952
1511,0.100074,0.7221,0.9999,0.0449,0.0000,0.6997
1512,0.100032,0.7213,0.9999,0.0446,0.0004,0.6990
1513,0.100016,0.7153,0.9999,0.0441,0.0000,0.6932
1514,0.100061,0.7043,0.9999,0.0435,0.0000,0.6825
1515,0.100207,0.6885,0.9999,0.0428,0.0000,0.6671
1516,0.100374,0.6685,0.9999,0.0419,0.0000,0.6475
1517,0.100555,0.6446,0.9999,0.0410,0.0000,0.6241
1518,0.100746,0.6175,0.9999,0.0399,0.0000,0.5975
1519,0.100941,0.5879,0.9999,0.0388,0.0000,0.5685
1520,0.101135,0.5565,0.9999,0.0376,0.0000,0.5377
1521,0.101323,0.5241,0.9999,0.0364,0.0000,0.5059
1522,0.102574,0.4915,0.9999,0.0351,0.0004,0.4740
1523,0.103756,0.4596,0.9999,0.0338,0.0020,0.4427
1524,0.104861,0.4291,0.9999,0.0325,0.0007,0.4129
1525,0.105918,0.4009,0.9999,0.0312,0.0004,0.3853
1526,0.106892,0.3756,0.9999,0.0299,0.0004,0.3607
1527,0.107791,0.3539,0.9999,0.0286,0.0004,0.3396
1528,0.108618,0.3363,0.9999,0.0274,0.0000,0.3226
1529,0.109377,0.3232,0.9999,0.0261,0.0000,0.3102
1530,0.110064,0.3150,0.9999,0.0250,0.0000,0.3026
1531,0.110694,0.3119,0.9999,0.0238,0.0000,0.3000
1532,0.111285,0.3139,0.9999,0.0226,0.0000,0.3025
1533,0.111825,0.3209,0.9999,0.0215,0.0000,0.3101
1534,0.112384,0.3328,0.9999,0.0204,0.0000,0.3226
1535,0.112979,0.3492,0.9999,0.0193,0.0004,0.3396
1536,0.113532,0.3697,0.9999,0.0182,0.0000,0.3606
1537,0.114038,0.3938,0.9999,0.0171,0.0000,0.3853
1538,0.114505,0.4209,0.9999,0.0161,0.0000,0.4128
1539,0.114932,0.4502,0.9999,0.0152,0.0000,0.4426
1540,0.115322,0.4810,0.9999,0.0142,0.0000,0.4739
1541,0.113852,0.5125,0.9999,0.0133,0.0000,0.5058
1542,0.112281,0.5438,0.9999,0.0125,0.0000,0.5376
1543,0.110592,0.5742,0.9999,0.0117,0.0004,0.5684
1544,0.108761,0.6029,0.9999,0.0110,0.0000,0.5975
1545,0.106754,0.6292,0.9999,0.0103,0.0000,0.6240
1546,0.104541,0.6522,1.0000,0.0096,0.0004,0.6474
1547,0.102076,0.6716,1.0000,0.0090,0.0004,0.6671
1548,0.100402,0.6867,1.0000,0.0084,0.0000,0.6825
1549,0.100288,0.6971,1.0000,0.0078,0.0007,0.6932
1550,0.100175,0.7025,1.0000,0.0072,0.0004,0.6990
1551,0.100341,0.7029,1.0000,0.0065,0.0000,0.6997
1552,0.100158,0.6982,1.0000,0.0058,0.0000,0.6953
1553,0.100137,0.6884,1.0000,0.0051,0.0000,0.6859
1554,0.100261,0.6739,1.0000,0.0043,0.0000,0.6717
1555,0.100418,0.6549,1.0000,0.0035,0.0023,0.6532
1556,0.100584,0.6320,1.0000,0.0025,0.0000,0.6308
1557,0.100791,0.6057,1.0000,0.0015,0.0020,0.6050
1558,0.100971,0.5772,1.0000,0.0013,0.0004,0.5765
1559,0.101177,0.5467,1.0000,0.0013,0.0020,0.5461
1560,0.101350,0.5156,1.0000,0.0022,0.0000,0.5145
1561,0.102610,0.4843,1.0000,0.0036,0.0020,0.4825
1562,0.103777,0.4535,1.0000,0.0050,0.0020,0.4510
1563,0.104892,0.4240,1.0000,0.0065,0.0004,0.4208
1564,0.105947,0.3965,1.0000,0.0080,0.0000,0.3925
1565,0.106919,0.3718,1.0000,0.0096,0.0004,0.3670
1566,0.107815,0.3505,1.0000,0.0111,0.0007,0.3449
1567,0.108639,0.3331,1.0000,0.0127,0.0000,0.3268
1568,0.109402,0.3202,1.0000,0.0142,0.0040,0.3131
1569,0.110084,0.3120,1.0000,0.0157,0.0007,0.3041
1570,0.110723,0.3088,1.0000,0.0171,0.0000,0.3002
1571,0.111310,0.3106,1.0000,0.0185,0.0000,0.3014
1572,0.111850,0.3175,1.0000,0.0198,0.0000,0.3076
1573,0.112405,0.3293,1.0000,0.0211,0.0000,0.3188
1574,0.112998,0.3458,1.0000,0.0224,0.0000,0.3345
1575,0.113546,0.3664,1.0000,0.0237,0.0004,0.3546
1576,0.114054,0.3907,1.0000,0.0249,0.0024,0.3783
1577,0.114529,0.4182,1.0000,0.0262,0.0004,0.4051
1578,0.114939,0.4481,1.0000,0.0274,0.0000,0.4344
1579,0.115326,0.4797,1.0000,0.0287,0.0004,0.4653
1580,0.113856,0.5122,1.0000,0.0300,0.0004,0.4972
1581,0.112282,0.5447,1.0000,0.0313,0.0000,0.5291
1582,0.110584,0.5765,1.0000,0.0325,0.0000,0.5602
1583,0.108746,0.6066,1.0000,0.0336,0.0004,0.5898
1584,0.106735,0.6345,1.0000,0.0347,0.0000,0.6171
1585,0.104510,0.6593,1.0000,0.0356,0.0000,0.6415
1586,0.102034,0.6804,1.0000,0.0364,0.0000,0.6622
1587,0.100351,0.6973,1.0000,0.0370,0.0000,0.6788
1588,0.100229,0.7095,1.0000,0.0374,0.0000,0.6908
1589,0.100128,0.7168,1.0000,0.0377,0.0000,0.6979
1590,0.100061,0.7189,1.0000,0.0379,0.0020,0.7000
1591,0.100025,0.7159,1.0000,0.0380,0.0051,0.6969
1592,0.100016,0.7078,1.0000,0.0379,0.0004,0.6889
1593,0.100135,0.6949,1.0000,0.0378,0.0000,0.6760
1594,0.100289,0.6774,1.0000,0.0376,0.0000,0.6586
1595,0.100458,0.6559,1.0000,0.0375,0.0004,0.6372
1596,0.100638,0.6309,0.9999,0.0373,0.0031,0.6122
1597,0.100812,0.6030,0.9999,0.0371,0.0000,0.5844
1598,0.101027,0.5729,0.9999,0.0369,0.0004,0.5545
1599,0.101211,0.5415,0.9999,0.0368,0.0004,0.5231
1600,0.101390,0.5095,0.9999,0.0367,0.0020,0.4912
1601,0.102622,0.4777,0.9999,0.0366,0.0004,0.4594
1602,0.103808,0.4470,0.9999,0.0365,0.0024,0.4288
1603,0.104896,0.4181,0.9999,0.0365,0.0000,0.3999
1604,0.105943,0.3918,0.9999,0.0364,0.0000,0.3736
1605,0.106894,0.3687,0.9999,0.0364,0.0000,0.3505
1606,0.107773,0.3494,0.9999,0.0364,0.0004,0.3313
1607,0.108576,0.3345,0.9999,0.0364,0.0000,0.3163
1608,0.109314,0.3242,0.9999,0.0364,0.0004,0.3061
1609,0.109981,0.3190,0.9999,0.0364,0.0004,0.3007
1610,0.110606,0.3188,0.9999,0.0365,0.0004,0.3005
1611,0.111180,0.3237,0.9999,0.0365,0.0035,0.3054
1612,0.111725,0.3336,0.9999,0.0366,0.0000,0.3153
1613,0.112322,0.3482,0.9999,0.0367,0.0000,0.3299
1614,0.112903,0.3672,0.9999,0.0368,0.0000,0.3488
1615,0.113440,0.3900,0.9999,0.0369,0.0004,0.3716
1616,0.113936,0.4161,0.9999,0.0370,0.0004,0.3976
1617,0.114387,0.4449,0.9999,0.0371,0.0004,0.4263
1618,0.114800,0.4755,0.9999,0.0372,0.0004,0.4569
1619,0.113308,0.5072,0.9999,0.0374,0.0000,0.4885
1620,0.111702,0.5392,0.9999,0.0375,0.0000,0.5205
1621,0.109964,0.5707,0.9999,0.0375,0.0000,0.5519
1622,0.108066,0.6008,0.9999,0.0376,0.0024,0.5820
1623,0.105985,0.6289,0.9999,0.0376,0.0027,0.6100
1624,0.103659,0.6541,0.9999,0.0376,0.0048,0.6352
1625,0.101061,0.6758,0.9999,0.0376,0.0000,0.6570
1626,0.100371,0.6935,0.9999,0.0375,0.0000,0.6747
1627,0.100253,0.7066,0.9999,0.0373,0.0004,0.6880
1628,0.100154,0.7150,0.9999,0.0370,0.0004,0.6965
1629,0.100082,0.7182,0.9999,0.0366,0.0000,0.6999
1630,0.100049,0.7163,0.9999,0.0361,0.0000,0.6983
1631,0.100042,0.7093,0.9999,0.0355,0.0000,0.6915
1632,0.100112,0.6973,0.9999,0.0348,0.0000,0.6799
1633,0.100264,0.6807,0.9999,0.0339,0.0000,0.6637
1634,0.100435,0.6598,0.9999,0.0329,0.0000,0.6433
1635,0.100619,0.6352,0.9999,0.0319,0.0000,0.6193
1636,0.100812,0.6075,0.9999,0.0307,0.0000,0.5922
1637,0.101008,0.5774,0.9999,0.0294,0.0024,0.5627
1638,0.101188,0.5457,0.9999,0.0280,0.0004,0.5317
1639,0.101392,0.5131,0.9999,0.0266,0.0000,0.4998
1640,0.102644,0.4805,0.9999,0.0251,0.0000,0.4679
1641,0.103826,0.4487,0.9999,0.0235,0.0000,0.4369
1642,0.104938,0.4184,0.9999,0.0220,0.0000,0.4075
1643,0.105979,0.3906,0.9999,0.0204,0.0004,0.3804
1644,0.106944,0.3658,0.9999,0.0188,0.0004,0.3564
1645,0.107840,0.3447,0.9999,0.0173,0.0000,0.3360
1646,0.108665,0.3278,0.9999,0.0157,0.0007,0.3199
1647,0.109411,0.3154,0.9999,0.0142,0.0000,0.3083
1648,0.110101,0.3080,0.9999,0.0127,0.0000,0.3017
1649,0.110728,0.3057,0.9999,0.0112,0.0020,0.3001
1650,0.111321,0.3085,0.9999,0.0097,0.0000,0.3036
1651,0.111850,0.3163,0.9999,0.0083,0.0000,0.3121
1652,0.112428,0.3289,0.9999,0.0069,0.0004,0.3255
1653,0.113022,0.3460,0.9999,0.0055,0.0000,0.3433
1654,0.113566,0.3671,0.9999,0.0042,0.0000,0.3651
1655,0.114071,0.3917,0.9999,0.0028,0.0000,0.3903
1656,0.114534,0.4191,1.0000,0.0016,0.0024,0.4183
1657,0.114963,0.4492,1.0000,0.0015,0.0004,0.4485
1658,0.115329,0.4807,1.0000,0.0015,0.0020,0.4799
1659,0.113861,0.5129,1.0000,0.0020,0.0000,0.5119
1660,0.112269,0.5450,1.0000,0.0030,0.0020,0.5435
1661,0.110585,0.5761,1.0000,0.0040,0.0000,0.5741
1662,0.108735,0.6052,1.0000,0.0049,0.0000,0.6027
1663,0.106729,0.6316,1.0000,0.0057,0.0000,0.6288
1664,0.104516,0.6547,1.0000,0.0065,0.0020,0.6515
1665,0.102058,0.6740,1.0000,0.0072,0.0020,0.6704
1666,0.100381,0.6888,1.0000,0.0078,0.0000,0.6849
1667,0.100261,0.6989,1.0000,0.0084,0.0000,0.6947
1668,0.100152,0.7040,1.0000,0.0089,0.0024,0.6995
1669,0.100306,0.7039,1.0000,0.0094,0.0004,0.6992
1670,0.100132,0.6988,1.0000,0.0100,0.0007,0.6939
1671,0.100122,0.6888,1.0000,0.0105,0.0000,0.6835
1672,0.100271,0.6740,1.0000,0.0110,0.0000,0.6685
1673,0.100433,0.6550,1.0000,0.0116,0.0000,0.6492
1674,0.100610,0.6322,1.0000,0.0122,0.0000,0.6261
1675,0.100795,0.6062,1.0000,0.0129,0.0004,0.5998
1676,0.100982,0.5777,1.0000,0.0136,0.0000,0.5709
1677,0.101174,0.5474,1.0000,0.0145,0.0000,0.5402
1678,0.101356,0.5161,1.0000,0.0154,0.0000,0.5084
1679,0.102601,0.4846,1.0000,0.0163,0.0000,0.4765
1680,0.103780,0.4538,1.0000,0.0173,0.0004,0.4451
1681,0.104888,0.4244,1.0000,0.0184,0.0000,0.4152
1682,0.105930,0.3972,1.0000,0.0195,0.0000,0.3874
1683,0.106897,0.3729,1.0000,0.0206,0.0000,0.3625
1684,0.107791,0.3521,1.0000,0.0218,0.0000,0.3411
1685,0.108613,0.3353,1.0000,0.0230,0.0000,0.3238
1686,0.109364,0.3231,1.0000,0.0242,0.0000,0.3110
1687,0.110048,0.3157,1.0000,0.0254,0.0007,0.3030
1688,0.110681,0.3133,1.0000,0.0266,0.0028,0.3000
1689,0.111274,0.3161,1.0000,0.0278,0.0007,0.3022
1690,0.111802,0.3238,1.0000,0.0290,0.0004,0.3094
1691,0.112374,0.3365,1.0000,0.0301,0.0000,0.3214
1692,0.112961,0.3537,1.0000,0.0313,0.0000,0.3380
1693,0.113506,0.3750,1.0000,0.0324,0.0000,0.3588
1694,0.114008,0.3999,1.0000,0.0335,0.0004,0.3832
1695,0.114471,0.4278,1.0000,0.0346,0.0000,0.4105
1696,0.114889,0.4580,1.0000,0.0356,0.0000,0.4402
1697,0.115272,0.4897,1.0000,0.0366,0.0000,0.4713
1698,0.113795,0.5220,1.0000,0.0376,0.0000,0.5032
1699,0.112218,0.5543,1.0000,0.0385,0.0000,0.5351
1700,0.110521,0.5857,1.0000,0.0393,0.0000,0.5660
1701,0.108683,0.6153,1.0000,0.0401,0.0000,0.5952
1702,0.106673,0.6424,1.0000,0.0408,0.0000,0.6220
1703,0.104456,0.6664,1.0000,0.0414,0.0000,0.6457
1704,0.101986,0.6866,1.0000,0.0418,0.0000,0.6657
1705,0.100309,0.7025,1.0000,0.0422,0.0000,0.6814
1706,0.100193,0.7137,1.0000,0.0424,0.0000,0.6925
1707,0.100099,0.7199,0.9999,0.0425,0.0056,0.6987
1708,0.100053,0.7210,0.9999,0.0425,0.0049,0.6998
1709,0.100007,0.7169,0.9999,0.0423,0.0020,0.6958
1710,0.100024,0.7078,0.9999,0.0420,0.0000,0.6868
1711,0.100161,0.6938,0.9999,0.0417,0.0004,0.6730
1712,0.100314,0.6754,0.9999,0.0412,0.0000,0.6548
1713,0.100489,0.6530,0.9999,0.0406,0.0000,0.6327
1714,0.100674,0.6271,0.9999,0.0400,0.0000,0.6071
1715,0.100865,0.5985,0.9999,0.0393,0.0000,0.5789
1716,0.101057,0.5679,0.9999,0.0386,0.0000,0.5486
1717,0.101245,0.5360,0.9999,0.0378,0.0000,0.5171
1718,0.101424,0.5036,0.9999,0.0371,0.0007,0.4851
1719,0.102661,0.4717,0.9999,0.0364,0.0000,0.4535
1720,0.103839,0.4409,0.9999,0.0356,0.0007,0.4231
1721,0.104932,0.4121,0.9999,0.0349,0.0024,0.3947
1722,0.105948,0.3861,0.9999,0.0342,0.0000,0.3689
1723,0.106919,0.3633,0.9999,0.0336,0.0000,0.3465
1724,0.107792,0.3445,0.9999,0.0329,0.0004,0.3281
1725,0.108590,0.3302,0.9999,0.0323,0.0000,0.3140
1726,0.109324,0.3205,0.9999,0.0318,0.0000,0.3047
1727,0.109990,0.3159,0.9999,0.0312,0.0000,0.3003
1728,0.110613,0.3164,0.9999,0.0306,0.0000,0.3011
1729,0.111186,0.3220,0.9999,0.0301,0.0000,0.3069
1730,0.111733,0.3325,0.9999,0.0296,0.0000,0.3177
1731,0.112354,0.3477,0.9999,0.0291,0.0004,0.3331
1732,0.112932,0.3671,0.9999,0.0286,0.0000,0.3528
1733,0.113461,0.3903,0.9999,0.0281,0.0000,0.3763
1734,0.113952,0.4167,0.9999,0.0276,0.0000,0.4029
1735,0.114400,0.4456,0.9999,0.0272,0.0000,0.4320
1736,0.114810,0.4762,0.9999,0.0268,0.0000,0.4628
1737,0.113315,0.5078,0.9999,0.0264,0.0000,0.4946
1738,0.111709,0.5395,0.9999,0.0260,0.0004,0.5265
1739,0.109971,0.5706,0.9999,0.0257,0.0004,0.5578
1740,0.108072,0.6002,0.9999,0.0253,0.0004,0.5875
1741,0.105982,0.6276,0.9999,0.0250,0.0004,0.6151
1742,0.103661,0.6520,0.9999,0.0247,0.0004,0.6397
1743,0.101063,0.6729,0.9999,0.0244,0.0000,0.6607
1744,0.100397,0.6896,0.9999,0.0240,0.0000,0.6776
1745,0.100278,0.7018,0.9999,0.0237,0.0000,0.6900
1746,0.100179,0.7091,0.9999,0.0232,0.0000,0.6975
1747,0.100113,0.7114,0.9999,0.0227,0.0004,0.7000
1748,0.100084,0.7084,0.9999,0.0221,0.0000,0.6974
1749,0.100085,0.7004,0.9999,0.0215,0.0004,0.6897
1750,0.100179,0.6875,0.9999,0.0207,0.0000,0.6772
1751,0.100337,0.6700,0.9999,0.0198,0.0000,0.6601
1752,0.100511,0.6484,0.9999,0.0188,0.0000,0.6390
1753,0.100696,0.6232,0.9999,0.0177,0.0000,0.6143
1754,0.100890,0.5950,0.9999,0.0165,0.0000,0.5867
1755,0.101086,0.5645,0.9999,0.0152,0.0000,0.5569
1756,0.101279,0.5326,0.9999,0.0138,0.0000,0.5256
1757,0.102537,0.4999,1.0000,0.0124,0.0000,0.4937
1758,0.103732,0.4674,1.0000,0.0108,0.0000,0.4619
1759,0.104861,0.4358,1.0000,0.0093,0.0046,0.4311
1760,0.105893,0.4059,1.0000,0.0077,0.0000,0.4021
1761,0.106924,0.3786,1.0000,0.0060,0.0000,0.3756
1762,0.107841,0.3544,1.0000,0.0044,0.0027,0.3522
1763,0.108670,0.3340,1.0000,0.0027,0.0020,0.3326
1764,0.109456,0.3180,1.0000,0.0013,0.0020,0.3173
1765,0.110147,0.3073,1.0000,0.0013,0.0076,0.3067
1766,0.110786,0.3020,1.0000,0.0021,0.0020,0.3010
1767,0.111373,0.3022,1.0000,0.0036,0.0024,0.3004
1768,0.111923,0.3074,1.0000,0.0051,0.0000,0.3048
1769,0.112420,0.3176,1.0000,0.0065,0.0004,0.3143
1770,0.113032,0.3325,1.0000,0.0079,0.0000,0.3285
1771,0.113593,0.3518,1.0000,0.0093,0.0000,0.3471
1772,0.114113,0.3750,1.0000,0.0107,0.0000,0.3696
1773,0.114589,0.4015,1.0000,0.0121,0.0000,0.3954
1774,0.115025,0.4306,1.0000,0.0134,0.0020,0.4239
1775,0.115433,0.4618,1.0000,0.0148,0.0000,0.4544
1776,0.115779,0.4940,1.0000,0.0161,0.0000,0.4860
1777,0.114322,0.5266,1.0000,0.0173,0.0000,0.5179
1778,0.112774,0.5587,1.0000,0.0185,0.0000,0.5495
