step,phi,danger,altitude,attitude_norm,pe,gust_intensity
931,0.101224,0.5368,1.0000,0.0014,0.0000,0.5361
932,0.101424,0.5050,1.0000,0.0013,0.0024,0.5043
933,0.102657,0.4731,1.0000,0.0013,0.0020,0.4724
934,0.103839,0.4423,1.0000,0.0021,0.0000,0.4412
935,0.104960,0.4132,1.0000,0.0033,0.0020,0.4115
936,0.105980,0.3863,1.0000,0.0045,0.0000,0.3841
937,0.106958,0.3625,1.0000,0.0058,0.0004,0.3596
938,0.107843,0.3422,1.0000,0.0071,0.0004,0.3387
939,0.108660,0.3261,1.0000,0.0084,0.0000,0.3219
940,0.109409,0.3145,1.0000,0.0097,0.0007,0.3097
941,0.110084,0.3078,1.0000,0.0109,0.0004,0.3023
942,0.110717,0.3061,1.0000,0.0122,0.0004,0.3000
943,0.111302,0.3095,1.0000,0.0135,0.0000,0.3028
944,0.111833,0.3180,1.0000,0.0147,0.0020,0.3106
945,0.112434,0.3313,1.0000,0.0159,0.0000,0.3233
946,0.113004,0.3491,1.0000,0.0171,0.0000,0.3405
947,0.113546,0.3709,1.0000,0.0183,0.0000,0.3617
948,0.114045,0.3963,1.0000,0.0195,0.0000,0.3865
949,0.114501,0.4245,1.0000,0.0206,0.0000,0.4142
950,0.114918,0.4549,1.0000,0.0217,0.0000,0.4441
951,0.115298,0.4868,1.0000,0.0227,0.0000,0.4754
952,0.113819,0.5192,1.0000,0.0237,0.0020,0.5073
953,0.112249,0.5514,1.0000,0.0246,0.0004,0.5391
954,0.110539,0.5826,1.0000,0.0254,0.0004,0.5698
955,0.108701,0.6119,1.0000,0.0262,0.0000,0.5988
956,0.106690,0.6387,1.0000,0.0268,0.0000,0.6253
957,0.104475,0.6622,1.0000,0.0274,0.0000,0.6485
958,0.102008,0.6819,1.0000,0.0278,0.0000,0.6679
959,0.100334,0.6972,1.0000,0.0282,0.0000,0.6831
960,0.100220,0.7078,1.0000,0.0284,0.0000,0.6936
961,0.100130,0.7134,1.0000,0.0285,0.0024,0.6991
962,0.100076,0.7138,1.0000,0.0285,0.0031,0.6996
963,0.100048,0.7091,1.0000,0.0284,0.0024,0.6949
964,0.100060,0.6994,1.0000,0.0283,0.0024,0.6853
965,0.100200,0.6849,1.0000,0.0280,0.0004,0.6709
966,0.100374,0.6661,1.0000,0.0277,0.0000,0.6522
967,0.100549,0.6433,1.0000,0.0274,0.0000,0.6296
968,0.100733,0.6172,1.0000,0.0271,0.0000,0.6037
969,0.100923,0.5884,1.0000,0.0267,0.0011,0.5751
970,0.101107,0.5578,1.0000,0.0264,0.0004,0.5446
971,0.101300,0.5260,1.0000,0.0261,0.0004,0.5130
972,0.102550,0.4939,1.0000,0.0258,0.0020,0.4810
973,0.103724,0.4623,1.0000,0.0255,0.0004,0.4495
974,0.104853,0.4320,1.0000,0.0253,0.0024,0.4193
975,0.105885,0.4038,1.0000,0.0251,0.0000,0.3912
976,0.106879,0.3784,1.0000,0.0250,0.0000,0.3659
977,0.107778,0.3564,1.0000,0.0249,0.0000,0.3439
978,0.108606,0.3384,1.0000,0.0248,0.0024,0.3260
979,0.109348,0.3249,1.0000,0.0248,0.0024,0.3125
980,0.110046,0.3162,1.0000,0.0248,0.0004,0.3038
981,0.110689,0.3125,1.0000,0.0248,0.0000,0.3001
982,0.111274,0.3140,1.0000,0.0248,0.0004,0.3015
983,0.111815,0.3205,1.0000,0.0249,0.0004,0.3080
984,0.112360,0.3319,1.0000,0.0249,0.0024,0.3194
985,0.112966,0.3479,1.0000,0.0250,0.0000,0.3354
986,0.113502,0.3682,1.0000,0.0250,0.0000,0.3556
987,0.114015,0.3921,1.0000,0.0251,0.0000,0.3795
988,0.114487,0.4191,1.0000,0.0252,0.0000,0.4065
989,0.114919,0.4485,1.0000,0.0253,0.0004,0.4359
990,0.115315,0.4796,1.0000,0.0254,0.0007,0.4669
991,0.113848,0.5115,1.0000,0.0255,0.0000,0.4987
992,0.112274,0.5434,1.0000,0.0256,0.0007,0.5306
993,0.110588,0.5746,1.0000,0.0258,0.0020,0.5617
994,0.108759,0.6041,1.0000,0.0259,0.0000,0.5912
995,0.106739,0.6314,1.0000,0.0259,0.0028,0.6184
996,0.104535,0.6556,1.0000,0.0260,0.0054,0.6426
997,0.102069,0.6761,1.0000,0.0260,0.0028,0.6631
998,0.100373,0.6924,1.0000,0.0259,0.0000,0.6795
999,0.100250,0.7041,1.0000,0.0258,0.0000,0.6912
1000,0.100161,0.7109,1.0000,0.0255,0.0011,0.6981
1001,0.100098,0.7126,1.0000,0.0252,0.0004,0.6999
1002,0.100076,0.7091,1.0000,0.0248,0.0000,0.6967
1003,0.100079,0.7005,1.0000,0.0242,0.0004,0.6884
1004,0.100187,0.6870,1.0000,0.0236,0.0000,0.6752
1005,0.100347,0.6690,1.0000,0.0228,0.0020,0.6577
1006,0.100511,0.6470,1.0000,0.0219,0.0004,0.6360
1007,0.100710,0.6214,1.0000,0.0209,0.0000,0.6109
1008,0.100905,0.5929,1.0000,0.0198,0.0000,0.5830
1009,0.101099,0.5623,1.0000,0.0186,0.0000,0.5530
1010,0.101291,0.5302,1.0000,0.0173,0.0000,0.5216
1011,0.102546,0.4976,1.0000,0.0160,0.0000,0.4896
1012,0.103738,0.4653,1.0000,0.0147,0.0000,0.4579
1013,0.104864,0.4339,1.0000,0.0133,0.0000,0.4273
1014,0.105921,0.4045,1.0000,0.0119,0.0000,0.3986
1015,0.106908,0.3776,1.0000,0.0105,0.0007,0.3724
1016,0.107818,0.3540,1.0000,0.0091,0.0004,0.3495
1017,0.108667,0.3343,1.0000,0.0077,0.0004,0.3304
1018,0.109441,0.3189,1.0000,0.0064,0.0020,0.3157
1019,0.110137,0.3082,1.0000,0.0050,0.0000,0.3057
1020,0.110794,0.3025,1.0000,0.0037,0.0000,0.3006
1021,0.111385,0.3019,1.0000,0.0024,0.0021,0.3007
1022,0.111945,0.3064,1.0000,0.0012,0.0004,0.3058
1023,0.112429,0.3165,1.0000,0.0013,0.0004,0.3159
1024,0.113030,0.3313,1.0000,0.0013,0.0041,0.3307
1025,0.113607,0.3510,1.0000,0.0024,0.0004,0.3498
1026,0.114101,0.3745,1.0000,0.0035,0.0020,0.3728
1027,0.114591,0.4013,1.0000,0.0046,0.0000,0.3990
1028,0.115014,0.4306,1.0000,0.0056,0.0000,0.4277
1029,0.115413,0.4617,1.0000,0.0066,0.0020,0.4584
1030,0.115786,0.4939,1.0000,0.0076,0.0000,0.4901
1031,0.114312,0.5262,1.0000,0.0084,0.0000,0.5220
1032,0.112766,0.5580,1.0000,0.0092,0.0020,0.5534
1033,0.111125,0.5884,1.0000,0.0099,0.0000,0.5834
1034,0.109334,0.6166,1.0000,0.0106,0.0000,0.6113
1035,0.107406,0.6419,1.0000,0.0111,0.0000,0.6364
1036,0.105292,0.6638,1.0000,0.0116,0.0000,0.6579
1037,0.102949,0.6815,1.0000,0.0120,0.0000,0.6755
1038,0.100326,0.6947,1.0000,0.0124,0.0000,0.6885
1039,0.100221,0.7031,1.0000,0.0127,0.0000,0.6968
1040,0.100145,0.7065,1.0000,0.0130,0.0004,0.7000
1041,0.100107,0.7047,1.0000,0.0133,0.0007,0.6981
1042,0.100096,0.6978,1.0000,0.0135,0.0004,0.6911
1043,0.100163,0.6861,1.0000,0.0138,0.0004,0.6792
1044,0.100312,0.6699,1.0000,0.0141,0.0000,0.6628
1045,0.100482,0.6494,1.0000,0.0144,0.0000,0.6422
1046,0.100661,0.6254,1.0000,0.0148,0.0004,0.6180
1047,0.100847,0.5984,1.0000,0.0152,0.0000,0.5908
1048,0.101039,0.5691,1.0000,0.0157,0.0000,0.5612
1049,0.101227,0.5383,1.0000,0.0163,0.0000,0.5301
1050,0.101407,0.5067,1.0000,0.0170,0.0004,0.4982
1051,0.102648,0.4752,1.0000,0.0177,0.0000,0.4664
1052,0.103826,0.4446,1.0000,0.0184,0.0004,0.4354
1053,0.104927,0.4157,1.0000,0.0193,0.0000,0.4061
1054,0.105962,0.3892,1.0000,0.0201,0.0000,0.3792
1055,0.106920,0.3658,1.0000,0.0210,0.0000,0.3553
1056,0.107805,0.3461,1.0000,0.0220,0.0000,0.3352
1057,0.108617,0.3307,1.0000,0.0229,0.0000,0.3192
1058,0.109358,0.3198,1.0000,0.0239,0.0004,0.3079
1059,0.110031,0.3139,1.0000,0.0248,0.0028,0.3015
1060,0.110668,0.3130,1.0000,0.0258,0.0007,0.3001
1061,0.111240,0.3173,1.0000,0.0267,0.0007,0.3039
1062,0.111768,0.3265,1.0000,0.0276,0.0000,0.3127
1063,0.112374,0.3405,1.0000,0.0285,0.0000,0.3262
1064,0.112956,0.3589,1.0000,0.0294,0.0000,0.3442
1065,0.113493,0.3814,1.0000,0.0303,0.0004,0.3662
1066,0.113989,0.4072,1.0000,0.0312,0.0000,0.3916
1067,0.114439,0.4358,1.0000,0.0320,0.0000,0.4198
1068,0.114852,0.4664,1.0000,0.0328,0.0000,0.4500
1069,0.115228,0.4982,1.0000,0.0335,0.0000,0.4815
1070,0.113746,0.5306,1.0000,0.0343,0.0000,0.5134
1071,0.112166,0.5625,1.0000,0.0349,0.0000,0.5451
1072,0.110469,0.5933,1.0000,0.0355,0.0000,0.5755
1073,0.108632,0.6221,1.0000,0.0361,0.0000,0.6041
1074,0.106627,0.6482,1.0000,0.0365,0.0000,0.6299
1075,0.104416,0.6709,1.0000,0.0368,0.0000,0.6525
1076,0.101954,0.6897,1.0000,0.0371,0.0000,0.6712
1077,0.100286,0.7040,1.0000,0.0372,0.0028,0.6855
1078,0.100186,0.7136,1.0000,0.0371,0.0077,0.6950
1079,0.100114,0.7181,1.0000,0.0370,0.0000,0.6996
1080,0.100058,0.7174,1.0000,0.0368,0.0000,0.6991
1081,0.100042,0.7116,1.0000,0.0364,0.0023,0.6935
1082,0.100065,0.7009,1.0000,0.0359,0.0000,0.6829
1083,0.100227,0.6853,1.0000,0.0353,0.0000,0.6677
1084,0.100390,0.6655,1.0000,0.0346,0.0000,0.6482
1085,0.100569,0.6418,1.0000,0.0339,0.0000,0.6249
1086,0.100757,0.6149,1.0000,0.0331,0.0000,0.5984
1087,0.100949,0.5855,1.0000,0.0322,0.0000,0.5694
1088,0.101141,0.5543,1.0000,0.0313,0.0000,0.5386
1089,0.101327,0.5221,1.0000,0.0304,0.0004,0.5069
1090,0.102574,0.4897,1.0000,0.0296,0.0031,0.4749
1091,0.103741,0.4580,1.0000,0.0287,0.0004,0.4437
1092,0.104878,0.4277,1.0000,0.0278,0.0000,0.4138
1093,0.105921,0.3997,1.0000,0.0270,0.0004,0.3861
1094,0.106888,0.3745,1.0000,0.0262,0.0000,0.3614
1095,0.107788,0.3529,1.0000,0.0254,0.0000,0.3402
1096,0.108613,0.3354,1.0000,0.0247,0.0000,0.3231
1097,0.109368,0.3225,1.0000,0.0240,0.0000,0.3105
1098,0.110055,0.3144,1.0000,0.0233,0.0000,0.3027
1099,0.110685,0.3113,1.0000,0.0227,0.0000,0.3000
1100,0.111276,0.3134,1.0000,0.0220,0.0000,0.3024
1101,0.111815,0.3205,1.0000,0.0214,0.0000,0.3098
1102,0.112377,0.3325,1.0000,0.0208,0.0004,0.3221
1103,0.112973,0.3491,1.0000,0.0202,0.0000,0.3390
1104,0.113521,0.3698,1.0000,0.0197,0.0000,0.3599
1105,0.114029,0.3940,1.0000,0.0191,0.0000,0.3844
1106,0.114496,0.4213,1.0000,0.0186,0.0000,0.4119
1107,0.114923,0.4507,1.0000,0.0182,0.0004,0.4417
1108,0.115315,0.4817,1.0000,0.0177,0.0000,0.4729
1109,0.113842,0.5134,1.0000,0.0173,0.0000,0.5048
1110,0.112271,0.5450,1.0000,0.0169,0.0000,0.5366
1111,0.110581,0.5757,1.0000,0.0165,0.0004,0.5675
1112,0.108749,0.6047,1.0000,0.0162,0.0004,0.5966
1113,0.106743,0.6312,1.0000,0.0159,0.0004,0.6233
1114,0.104528,0.6545,1.0000,0.0155,0.0007,0.6468
1115,0.102061,0.6742,1.0000,0.0152,0.0000,0.6665
1116,0.100383,0.6895,1.0000,0.0149,0.0000,0.6821
1117,0.100271,0.7002,1.0000,0.0145,0.0000,0.6929
1118,0.100180,0.7059,1.0000,0.0140,0.0020,0.6989
1119,0.100125,0.7065,1.0000,0.0135,0.0000,0.6997
1120,0.100110,0.7019,1.0000,0.0129,0.0004,0.6955
1121,0.100116,0.6924,1.0000,0.0122,0.0000,0.6862
1122,0.100255,0.6780,1.0000,0.0115,0.0000,0.6722
1123,0.100416,0.6591,1.0000,0.0106,0.0000,0.6538
1124,0.100594,0.6363,1.0000,0.0096,0.0000,0.6315
1125,0.100782,0.6101,1.0000,0.0085,0.0000,0.6058
1126,0.100976,0.5811,1.0000,0.0074,0.0000,0.5774
1127,0.101172,0.5501,1.0000,0.0061,0.0000,0.5471
1128,0.101363,0.5179,1.0000,0.0047,0.0000,0.5155
1129,0.102619,0.4852,1.0000,0.0033,0.0000,0.4835
1130,0.103810,0.4529,1.0000,0.0019,0.0020,0.4520
1131,0.104909,0.4223,1.0000,0.0012,0.0004,0.4217
1132,0.105963,0.3940,1.0000,0.0012,0.0061,0.3934
1133,0.106894,0.3691,1.0000,0.0027,0.0000,0.3678
1134,0.107843,0.3477,1.0000,0.0043,0.0027,0.3455
1135,0.108646,0.3302,1.0000,0.0058,0.0004,0.3273
1136,0.109424,0.3171,1.0000,0.0074,0.0011,0.3134
1137,0.110107,0.3088,1.0000,0.0089,0.0000,0.3043
1138,0.110747,0.3054,1.0000,0.0103,0.0020,0.3002
1139,0.111339,0.3071,1.0000,0.0118,0.0000,0.3012
1140,0.111873,0.3139,1.0000,0.0132,0.0000,0.3073
1141,0.112425,0.3256,1.0000,0.0146,0.0000,0.3183
1142,0.113019,0.3420,1.0000,0.0159,0.0000,0.3340
1143,0.113568,0.3625,1.0000,0.0173,0.0000,0.3539
1144,0.114075,0.3868,1.0000,0.0186,0.0000,0.3775
1145,0.114541,0.4142,1.0000,0.0198,0.0000,0.4043
1146,0.114966,0.4440,1.0000,0.0211,0.0000,0.4335
1147,0.115354,0.4755,1.0000,0.0222,0.0020,0.4644
1148,0.113891,0.5078,1.0000,0.0233,0.0004,0.4962
1149,0.112303,0.5403,1.0000,0.0244,0.0004,0.5281
1150,0.110609,0.5719,1.0000,0.0253,0.0000,0.5593
1151,0.108768,0.6020,1.0000,0.0262,0.0000,0.5889
1152,0.106756,0.6298,1.0000,0.0270,0.0000,0.6163
1153,0.104534,0.6546,1.0000,0.0276,0.0000,0.6408
1154,0.102058,0.6757,1.0000,0.0282,0.0000,0.6616
1155,0.100376,0.6926,1.0000,0.0286,0.0000,0.6783
1156,0.100256,0.7049,1.0000,0.0290,0.0000,0.6905
1157,0.100155,0.7124,1.0000,0.0292,0.0000,0.6978
1158,0.100087,0.7147,1.0000,0.0294,0.0000,0.7000
1159,0.100057,0.7119,1.0000,0.0295,0.0004,0.6971
1160,0.100052,0.7040,1.0000,0.0296,0.0000,0.6892
1161,0.100144,0.6913,1.0000,0.0296,0.0024,0.6765
1162,0.100285,0.6740,1.0000,0.0296,0.0011,0.6592
1163,0.100468,0.6527,1.0000,0.0296,0.0007,0.6379
1164,0.100654,0.6279,1.0000,0.0296,0.0024,0.6131
1165,0.100834,0.6002,1.0000,0.0297,0.0000,0.5853
1166,0.101042,0.5703,1.0000,0.0298,0.0000,0.5554
1167,0.101227,0.5391,1.0000,0.0299,0.0000,0.5241
1168,0.101406,0.5072,1.0000,0.0301,0.0000,0.4922
1169,0.102647,0.4756,1.0000,0.0303,0.0000,0.4604
1170,0.103819,0.4450,1.0000,0.0306,0.0004,0.4297
1171,0.104917,0.4162,1.0000,0.0309,0.0000,0.4008
1172,0.105949,0.3900,1.0000,0.0312,0.0000,0.3744
1173,0.106902,0.3670,1.0000,0.0316,0.0000,0.3512
1174,0.107782,0.3478,1.0000,0.0320,0.0007,0.3318
1175,0.108583,0.3329,1.0000,0.0325,0.0000,0.3167
1176,0.109325,0.3227,1.0000,0.0329,0.0000,0.3063
1177,0.109994,0.3175,1.0000,0.0333,0.0004,0.3008
1178,0.110620,0.3174,1.0000,0.0338,0.0004,0.3005
1179,0.111195,0.3223,1.0000,0.0343,0.0004,0.3052
1180,0.111725,0.3323,1.0000,0.0347,0.0007,0.3149
1181,0.112348,0.3469,1.0000,0.0352,0.0000,0.3293
1182,0.112920,0.3659,1.0000,0.0356,0.0000,0.3481
1183,0.113453,0.3888,1.0000,0.0360,0.0000,0.3708
1184,0.113944,0.4150,1.0000,0.0364,0.0000,0.3968
1185,0.114393,0.4438,1.0000,0.0369,0.0000,0.4254
1186,0.114804,0.4745,1.0000,0.0372,0.0000,0.4559
1187,0.113311,0.5063,1.0000,0.0376,0.0000,0.4875
1188,0.111706,0.5385,1.0000,0.0380,0.0000,0.5195
1189,0.109968,0.5701,1.0000,0.0383,0.0000,0.5510
1190,0.108069,0.6004,1.0000,0.0385,0.0000,0.5811
1191,0.105977,0.6286,1.0000,0.0388,0.0000,0.6092
1192,0.103653,0.6540,1.0000,0.0389,0.0000,0.6345
1193,0.101051,0.6759,1.0000,0.0390,0.0100,0.6564
1194,0.100417,0.6937,1.0000,0.0389,0.0004,0.6742
1195,0.100248,0.7071,1.0000,0.0388,0.0020,0.6877
1196,0.100151,0.7156,1.0000,0.0386,0.0004,0.6963
1197,0.100082,0.7190,1.0000,0.0382,0.0000,0.6999
1198,0.100047,0.7172,1.0000,0.0377,0.0000,0.6984
1199,0.100039,0.7104,1.0000,0.0371,0.0000,0.6918
1200,0.100104,0.6985,1.0000,0.0363,0.0000,0.6804
1201,0.100256,0.6820,1.0000,0.0355,0.0000,0.6643
1202,0.100426,0.6613,1.0000,0.0345,0.0000,0.6440
1203,0.100609,0.6368,1.0000,0.0334,0.0000,0.6201
1204,0.100801,0.6092,1.0000,0.0323,0.0000,0.5931
1205,0.100996,0.5792,1.0000,0.0310,0.0004,0.5637
1206,0.101188,0.5475,1.0000,0.0297,0.0000,0.5326
1207,0.101377,0.5150,1.0000,0.0284,0.0020,0.5008
1208,0.102615,0.4825,1.0000,0.0271,0.0004,0.4689
1209,0.103811,0.4507,1.0000,0.0257,0.0004,0.4378
1210,0.104922,0.4205,1.0000,0.0244,0.0004,0.4083
1211,0.105963,0.3927,1.0000,0.0230,0.0004,0.3812
1212,0.106930,0.3679,1.0000,0.0217,0.0004,0.3571
1213,0.107824,0.3468,1.0000,0.0204,0.0000,0.3366
1214,0.108649,0.3299,1.0000,0.0191,0.0000,0.3203
1215,0.109399,0.3175,1.0000,0.0178,0.0000,0.3086
1216,0.110082,0.3101,1.0000,0.0166,0.0000,0.3018
1217,0.110710,0.3078,1.0000,0.0154,0.0000,0.3001
1218,0.111298,0.3105,1.0000,0.0142,0.0000,0.3034
1219,0.111834,0.3183,1.0000,0.0131,0.0000,0.3118
1220,0.112412,0.3310,1.0000,0.0120,0.0024,0.3250
1221,0.113015,0.3481,1.0000,0.0109,0.0000,0.3426
1222,0.113544,0.3692,1.0000,0.0098,0.0000,0.3643
1223,0.114050,0.3938,1.0000,0.0088,0.0000,0.3895
1224,0.114514,0.4213,1.0000,0.0078,0.0020,0.4174
1225,0.114947,0.4509,1.0000,0.0068,0.0004,0.4475
1226,0.115321,0.4819,1.0000,0.0059,0.0000,0.4789
1227,0.113847,0.5134,1.0000,0.0051,0.0000,0.5109
1228,0.112276,0.5447,1.0000,0.0043,0.0000,0.5426
1229,0.110586,0.5749,1.0000,0.0035,0.0000,0.5732
1230,0.108754,0.6033,1.0000,0.0028,0.0000,0.6019
1231,0.106751,0.6291,1.0000,0.0022,0.0020,0.6280
1232,0.104548,0.6516,1.0000,0.0016,0.0021,0.6508
1233,0.102079,0.6706,1.0000,0.0015,0.0004,0.6698
1234,0.100398,0.6852,1.0000,0.0015,0.0004,0.6845
1235,0.100262,0.6952,1.0000,0.0015,0.0011,0.6944
1236,0.100381,0.7002,1.0000,0.0015,0.0000,0.6994
1237,0.100182,0.7000,1.0000,0.0015,0.0020,0.6993
1238,0.100125,0.6950,1.0000,0.0018,0.0000,0.6941
1239,0.100147,0.6852,1.0000,0.0025,0.0020,0.6839
1240,0.100278,0.6706,1.0000,0.0032,0.0004,0.6691
1241,0.100452,0.6519,1.0000,0.0040,0.0024,0.6499
1242,0.100616,0.6293,1.0000,0.0048,0.0000,0.6269
1243,0.100817,0.6035,1.0000,0.0058,0.0000,0.6006
1244,0.101004,0.5752,1.0000,0.0068,0.0000,0.5718
1245,0.101190,0.5451,1.0000,0.0080,0.0004,0.5411
1246,0.101368,0.5140,1.0000,0.0092,0.0000,0.5094
1247,0.102616,0.4827,1.0000,0.0104,0.0004,0.4775
1248,0.103792,0.4520,1.0000,0.0117,0.0000,0.4461
1249,0.104904,0.4227,1.0000,0.0131,0.0000,0.4161
1250,0.105943,0.3955,1.0000,0.0145,0.0000,0.3883
1251,0.106910,0.3712,1.0000,0.0160,0.0000,0.3633
1252,0.107804,0.3505,1.0000,0.0174,0.0004,0.3417
1253,0.108624,0.3337,1.0000,0.0189,0.0004,0.3243
1254,0.109377,0.3215,1.0000,0.0203,0.0004,0.3113
1255,0.110061,0.3140,1.0000,0.0217,0.0004,0.3032
1256,0.110694,0.3116,1.0000,0.0231,0.0020,0.3000
1257,0.111287,0.3143,1.0000,0.0245,0.0000,0.3020
1258,0.111815,0.3220,1.0000,0.0258,0.0004,0.3091
1259,0.112390,0.3345,1.0000,0.0271,0.0000,0.3210
1260,0.112976,0.3517,1.0000,0.0284,0.0004,0.3375
1261,0.113523,0.3729,1.0000,0.0296,0.0000,0.3581
1262,0.114022,0.3978,1.0000,0.0308,0.0000,0.3824
1263,0.114483,0.4257,1.0000,0.0320,0.0000,0.4096
1264,0.114904,0.4558,1.0000,0.0332,0.0000,0.4392
1265,0.115288,0.4875,1.0000,0.0343,0.0000,0.4704
1266,0.113811,0.5200,1.0000,0.0354,0.0000,0.5023
1267,0.112233,0.5523,1.0000,0.0365,0.0000,0.5341
1268,0.110536,0.5838,1.0000,0.0374,0.0000,0.5650
1269,0.108697,0.6135,1.0000,0.0383,0.0000,0.5943
1270,0.106686,0.6407,1.0000,0.0390,0.0000,0.6212
1271,0.104467,0.6648,1.0000,0.0396,0.0000,0.6450
1272,0.101996,0.6852,1.0000,0.0401,0.0000,0.6651
1273,0.100318,0.7012,1.0000,0.0405,0.0000,0.6810
1274,0.100201,0.7126,1.0000,0.0407,0.0000,0.6922
1275,0.100106,0.7190,1.0000,0.0408,0.0032,0.6986
1276,0.100051,0.7202,1.0000,0.0408,0.0024,0.6998
1277,0.100017,0.7164,1.0000,0.0407,0.0024,0.6960
1278,0.100021,0.7074,1.0000,0.0405,0.0024,0.6871
1279,0.100141,0.6936,1.0000,0.0403,0.0004,0.6735
1280,0.100312,0.6754,1.0000,0.0399,0.0000,0.6555
1281,0.100485,0.6532,1.0000,0.0396,0.0000,0.6334
1282,0.100668,0.6276,1.0000,0.0392,0.0000,0.6080
1283,0.100857,0.5992,1.0000,0.0388,0.0004,0.5798
1284,0.101046,0.5688,1.0000,0.0384,0.0007,0.5495
1285,0.101232,0.5371,1.0000,0.0380,0.0004,0.5180
1286,0.101414,0.5049,1.0000,0.0377,0.0020,0.4861
1287,0.102645,0.4731,1.0000,0.0373,0.0000,0.4545
1288,0.103831,0.4425,1.0000,0.0370,0.0000,0.4240
1289,0.104928,0.4139,1.0000,0.0368,0.0000,0.3955
1290,0.105952,0.3879,1.0000,0.0365,0.0000,0.3697
1291,0.106902,0.3653,1.0000,0.0363,0.0004,0.3472
1292,0.107774,0.3466,1.0000,0.0361,0.0028,0.3286
1293,0.108561,0.3323,1.0000,0.0359,0.0004,0.3143
1294,0.109313,0.3228,1.0000,0.0358,0.0020,0.3049
1295,0.109974,0.3182,1.0000,0.0356,0.0000,0.3004
1296,0.110594,0.3187,1.0000,0.0355,0.0000,0.3010
1297,0.111165,0.3244,1.0000,0.0354,0.0004,0.3067
1298,0.111712,0.3349,1.0000,0.0353,0.0020,0.3173
1299,0.112339,0.3502,1.0000,0.0352,0.0007,0.3326
1300,0.112906,0.3697,1.0000,0.0351,0.0004,0.3522
1301,0.113437,0.3930,1.0000,0.0350,0.0007,0.3755
1302,0.113930,0.4195,1.0000,0.0349,0.0004,0.4020
1303,0.114376,0.4485,1.0000,0.0348,0.0000,0.4311
1304,0.114785,0.4792,1.0000,0.0347,0.0004,0.4619
1305,0.113293,0.5110,1.0000,0.0347,0.0004,0.4936
1306,0.111686,0.5428,1.0000,0.0346,0.0000,0.5255
1307,0.109945,0.5741,1.0000,0.0345,0.0024,0.5568
1308,0.108057,0.6038,1.0000,0.0344,0.0000,0.5866
1309,0.105953,0.6314,1.0000,0.0343,0.0000,0.6143
1310,0.103635,0.6560,1.0000,0.0341,0.0004,0.6390
1311,0.101039,0.6770,1.0000,0.0339,0.0000,0.6601
1312,0.100372,0.6939,1.0000,0.0336,0.0000,0.6771
1313,0.100253,0.7063,1.0000,0.0332,0.0004,0.6897
1314,0.100155,0.7137,1.0000,0.0328,0.0000,0.6974
1315,0.100087,0.7161,1.0000,0.0322,0.0000,0.7000
1316,0.100059,0.7133,1.0000,0.0316,0.0000,0.6975
1317,0.100058,0.7054,1.0000,0.0308,0.0000,0.6900
1318,0.100151,0.6926,1.0000,0.0299,0.0000,0.6776
1319,0.100307,0.6752,1.0000,0.0289,0.0000,0.6607
1320,0.100481,0.6536,1.0000,0.0278,0.0000,0.6397
1321,0.100667,0.6284,1.0000,0.0265,0.0024,0.6151
1322,0.100848,0.6002,1.0000,0.0252,0.0004,0.5876
1323,0.101060,0.5697,1.0000,0.0238,0.0000,0.5579
1324,0.101255,0.5377,1.0000,0.0222,0.0000,0.5266
1325,0.101440,0.5050,1.0000,0.0207,0.0046,0.4947
1326,0.102661,0.4725,1.0000,0.0191,0.0000,0.4629
1327,0.103879,0.4408,1.0000,0.0174,0.0000,0.4321
1328,0.104985,0.4109,1.0000,0.0158,0.0000,0.4030
1329,0.106020,0.3834,1.0000,0.0141,0.0007,0.3764
1330,0.106978,0.3591,1.0000,0.0124,0.0000,0.3529
1331,0.107874,0.3386,1.0000,0.0108,0.0007,0.3332
1332,0.108685,0.3223,1.0000,0.0092,0.0023,0.3177
1333,0.109423,0.3107,1.0000,0.0076,0.0042,0.3069
1334,0.110113,0.3041,1.0000,0.0060,0.0000,0.3011
1335,0.110746,0.3025,1.0000,0.0045,0.0000,0.3003
1336,0.111320,0.3061,1.0000,0.0029,0.0004,0.3046
1337,0.111853,0.3147,1.0000,0.0015,0.0041,0.3139
1338,0.112463,0.3287,1.0000,0.0013,0.0024,0.3280
1339,0.113026,0.3472,1.0000,0.0014,0.0000,0.3465
1340,0.113545,0.3703,1.0000,0.0028,0.0024,0.3689
1341,0.114061,0.3967,1.0000,0.0042,0.0000,0.3946
1342,0.114501,0.4258,1.0000,0.0055,0.0020,0.4230
1343,0.114929,0.4568,1.0000,0.0068,0.0000,0.4534
1344,0.115290,0.4890,1.0000,0.0080,0.0000,0.4850
1345,0.113809,0.5215,1.0000,0.0091,0.0000,0.5170
1346,0.112228,0.5536,1.0000,0.0102,0.0020,0.5485
1347,0.110540,0.5844,1.0000,0.0112,0.0000,0.5788
1348,0.108688,0.6131,1.0000,0.0121,0.0000,0.6071
1349,0.106682,0.6391,1.0000,0.0129,0.0000,0.6326
1350,0.104470,0.6616,1.0000,0.0137,0.0000,0.6548
1351,0.102007,0.6802,1.0000,0.0144,0.0000,0.6730
1352,0.100338,0.6943,1.0000,0.0150,0.0000,0.6868
1353,0.100230,0.7035,1.0000,0.0155,0.0000,0.6958
1354,0.100148,0.7078,1.0000,0.0161,0.0020,0.6998
1355,0.100100,0.7070,1.0000,0.0166,0.0011,0.6987
